fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"920","169377","13121801603","13","1312","131218","131218016","016","03","01603","13121801603","1","11",11A,18,0,18,14,0,18,0,18,0,0,0,13,109,109,69,40,15,35,25,38,69,47,22,41,20,146,60,86,14,15,70,47,534.100077700656,17400.0398925019
"921","169378","13121701708","13","1312","131217","131217017","017","08","01708","13121701708","1","11",11A,18,7,11,15,6,12,6,5,2,1,4,10,116,116,63,52,9,0,10,49,64,52,12,27,8,118,56,62,7,10,86,15,627.207777554318,21809.4620112291
"922","169379","13120201301","13","1312","131202","131202013","013","01","01301","13120201301","1","11",11A,8,0,8,7,0,8,0,8,0,0,0,0,80,80,74,6,3,7,30,38,74,54,20,44,8,152,74,78,7,9,73,63,322.485997008723,4954.06350326543
"923","169380","13121802002","13","1312","131218","131218020","020","02","02002","13121802002","1","11",11A,23,0,23,23,5,18,0,0,23,0,0,0,268,268,259,9,60,6,52,198,259,128,131,207,110,713,318,395,98,106,393,116,1837.02302215092,160183.241377286
"924","169381","13121801402","13","1312","131218","131218014","014","02","01402","13121801402","1","11",11A,11,6,5,11,5,6,1,2,6,2,0,0,98,98,76,22,22,64,50,19,76,54,22,49,18,162,76,86,10,16,92,44,592.536537574395,19781.4263495731
"925","169382","13120201302","13","1312","131202","131202013","013","02","01302","13120201302","1","11",11A,7,0,7,6,0,7,0,7,0,0,0,0,69,69,61,8,4,1,5,55,61,45,16,37,12,123,54,69,12,6,59,46,391.203739651701,8940.63958448875
"926","169383","13120302803","13","1312","131203","131203028","028","03","02803","13120302803","1","11",11A,48,35,13,48,38,10,47,1,0,0,0,12,146,146,119,27,17,9,29,84,119,92,27,63,24,223,89,134,20,13,100,90,797.204237929397,41673.4332683015
"927","169384","13121801403","13","1312","131218","131218014","014","03","01403","13121801403","1","11",11A,22,5,17,22,6,16,1,11,9,1,0,0,273,273,222,51,149,191,142,60,222,150,72,140,70,485,214,271,71,39,273,102,763.566719851672,31586.8005233473
"928","169849","13120302805","13","1312","131203","131203028","028","05","02805","13120302805","1","11",11A,22,16,6,22,13,9,12,10,0,0,0,5,50,50,38,12,6,3,17,17,38,19,19,29,18,98,43,55,17,7,53,21,436.712260855941,10228.3380335609
"929","169850","13120201303","13","1312","131202","131202013","013","03","01303","13120201303","1","11",11A,28,6,22,25,5,23,0,23,5,0,0,1,156,156,128,28,24,49,73,40,128,94,34,71,26,267,126,141,23,19,141,84,594.609848684174,11183.0909179045
"930","169851","13121801201","13","1312","131218","131218012","012","01","01201","13121801201","1","11",11A,13,13,0,13,13,0,0,13,0,0,0,0,13,13,9,4,5,9,4,4,9,6,3,6,3,22,10,12,3,4,12,3,457.355024213123,11979.4145237872
"931","169852","13120300501","13","1312","131203","131203005","005","01","00501","13120300501","1","11",11A,62,39,23,62,39,23,39,23,0,0,0,37,226,226,198,28,5,6,19,174,198,123,75,145,64,468,208,260,62,59,209,138,906.247171171932,46349.1365842354
"932","169853","13120300502","13","1312","131203","131203005","005","02","00502","13120300502","1","11",11A,26,22,4,26,22,4,13,11,2,0,0,15,51,51,43,8,3,5,13,30,43,19,24,40,17,132,63,69,17,12,65,38,491.034148626881,9999.80846154287
"933","169132","13121000901","13","1312","131210","131210009","009","01","00901","13121000901","1","11",11A,14,10,4,10,10,4,7,4,2,1,0,9,62,62,51,11,26,45,41,9,51,33,18,38,17,123,53,70,21,6,75,21,614.315111956863,13308.1167609263
"934","169133","13121100405","13","1312","131211","131211004","004","05","00405","13121100405","1","11",11A,31,31,0,31,31,0,1,30,0,0,0,17,35,35,30,5,1,16,23,5,30,18,12,27,7,73,34,39,5,4,36,28,501.186008806941,6155.658319534
"935","169134","13121004804","13","1312","131210","131210048","048","04","04804","13121004804","1","11",11A,18,1,17,18,1,17,0,1,17,0,0,5,288,288,248,40,124,228,198,34,248,154,94,179,73,581,283,298,51,68,321,141,896.904702427216,42372.7674454243
"936","169135","13121100406","13","1312","131211","131211004","004","06","00406","13121100406","1","11",11A,10,2,8,10,1,9,0,9,1,0,0,6,112,112,83,29,53,54,27,51,83,69,14,44,19,153,64,89,13,14,99,27,379.718453889286,7681.97381950695
"937","169136","13121002105","13","1312","131210","131210021","021","05","02105","13121002105","1","11",11A,27,25,1,27,7,20,16,10,1,0,0,11,32,31,26,5,5,23,23,2,26,15,11,15,8,87,35,52,11,9,35,32,420.6128668982,9863.65344934849
"938","169137","13121000902","13","1312","131210","131210009","009","02","00902","13121000902","1","11",11A,20,18,2,20,12,8,16,2,1,1,0,12,36,36,25,11,9,15,13,9,25,12,13,19,10,63,28,35,8,9,38,8,507.876045506294,12949.122183257
"939","169138","13121005004","13","1312","131210","131210050","050","04","05004","13121005004","1","11",11A,30,20,10,29,20,10,19,11,0,0,0,30,180,180,121,59,5,1,37,77,121,98,23,55,25,218,102,116,30,20,116,52,605.662947578567,16879.1665974688
"940","169139","13121103104","13","1312","131211","131211031","031","04","03104","13121103104","1","11",11A,37,20,17,37,19,18,1,33,0,3,0,34,156,156,121,35,55,76,69,48,121,78,43,80,38,259,133,126,32,19,145,63,1426.63429928295,76370.7250505025
"941","169140","13121103009","13","1312","131211","131211030","030","09","03009","13121103009","1","11",11A,4,0,4,3,0,4,0,0,4,0,0,4,35,35,32,3,5,0,15,16,32,23,9,19,3,64,24,40,2,4,21,37,360.246611202889,8577.37126494806
"942","169141","13121000601","13","1312","131210","131210006","006","01","00601","13121000601","1","11",11A,48,21,27,46,16,32,6,18,17,7,0,8,315,315,250,65,33,165,126,108,250,170,80,154,67,539,250,289,47,70,294,128,844.112160433742,39291.361537378
"943","169142","13120301803","13","1312","131203","131203018","018","03","01803","13120301803","1","11",11A,16,8,8,16,0,16,1,15,0,0,0,0,86,86,80,6,7,9,9,71,80,49,31,59,22,195,87,108,22,26,87,60,446.514743234467,10094.6358787578
"944","169143","13120302021","13","1312","131203","131203020","020","21","02021","13120302021","1","11",11A,3,3,0,3,1,2,1,1,0,1,0,1,5,5,4,1,2,4,2,2,4,2,2,3,2,10,6,4,1,2,5,2,567.121555020147,15455.4007071316
"945","169144","13120301804","13","1312","131203","131203018","018","04","01804","13120301804","1","11",11A,34,15,19,34,10,24,0,29,4,1,0,27,165,165,138,27,11,7,40,94,138,70,68,104,48,378,180,198,56,41,204,77,660.518946487162,19777.520590913
"946","169363","13121601404","13","1312","131216","131216014","014","04","01404","13121601404","1","11",11A,7,4,3,7,2,5,2,3,1,0,1,4,16,16,12,4,1,4,9,3,12,6,6,8,6,36,18,18,11,5,14,6,281.878781452045,3061.43489862945
"947","169364","13120301702","13","1312","131203","131203017","017","02","01702","13120301702","1","11",11A,20,20,0,20,20,0,20,0,0,0,0,16,21,21,14,7,3,1,8,5,14,6,8,12,5,44,21,23,12,1,19,12,261.992779042245,3319.53803216537
"948","169365","13120202603","13","1312","131202","131202026","026","03","02603","13120202603","1","11",11A,11,0,10,9,0,11,0,10,0,1,0,4,240,238,210,28,69,102,95,105,210,132,78,142,70,497,227,270,67,61,243,126,681.563359919124,21666.5929138064
"949","169366","13120201501","13","1312","131202","131202015","015","01","01501","13120201501","1","11",11A,61,23,34,54,10,51,20,38,2,1,0,36,236,232,149,83,20,38,66,68,152,120,32,79,21,322,127,195,17,23,151,131,785.744239690446,35597.9792538681
"950","169367","13120201503","13","1312","131202","131202015","015","03","01503","13120201503","1","11",11A,48,30,17,44,17,31,19,23,4,2,0,37,147,146,100,46,15,34,42,53,100,67,33,55,27,242,116,126,27,19,139,57,676.695051601721,22030.8644472771
"951","169368","13121600107","13","1312","131216","131216001","001","07","00107","13121600107","1","11",11A,12,10,2,12,5,7,5,5,2,0,0,4,26,26,23,3,6,14,16,3,23,13,10,17,10,58,33,25,15,4,28,11,442.537010417627,6994.2813537454
"952","169369","13121600108","13","1312","131216","131216001","001","08","00108","13121600108","1","11",11A,21,12,9,21,8,13,2,15,3,1,0,12,55,55,49,6,13,18,33,15,49,32,17,37,16,123,56,67,18,9,50,46,354.393999572652,7692.90996566724
"953","169370","13121801305","13","1312","131218","131218013","013","05","01305","13121801305","1","11",11A,33,18,15,32,19,14,0,29,4,0,0,33,188,188,176,12,128,80,112,58,176,107,69,129,41,414,183,231,29,32,228,125,649.436924649096,23515.0760728778
"954","169371","13120302704","13","1312","131203","131203027","027","04","02704","13120302704","1","11",11A,133,115,18,129,97,36,99,20,9,3,2,100,276,276,209,67,37,14,95,98,209,164,45,108,37,396,186,210,33,30,219,114,1444.52386529421,126978.699747271
"955","169372","13121701902","13","1312","131217","131217019","019","02","01902","13121701902","1","11",11A,11,3,7,5,2,9,2,9,0,0,0,10,94,94,65,29,17,6,11,50,65,53,12,26,7,115,45,70,11,7,72,25,480.85895968704,12106.7002402072
"956","169373","13121701903","13","1312","131217","131217019","019","03","01903","13121701903","1","11",11A,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,2,1,5,3,2,1,0,3,1,504.725685452331,9054.94053722474
"957","169374","13121601701","13","1312","131216","131216017","017","01","01701","13121601701","1","11",11A,18,11,7,17,7,11,1,7,4,4,2,1,138,138,111,27,80,109,84,18,111,58,53,88,46,287,133,154,54,21,151,61,946.168199156833,29921.4722913442
"958","169375","13121701904","13","1312","131217","131217019","019","04","01904","13121701904","1","11",11A,12,5,7,10,3,9,5,3,2,2,0,7,51,51,32,19,13,13,14,16,32,23,9,19,6,62,30,32,5,1,37,19,532.77480436343,17964.0105514334
"959","169376","13121701707","13","1312","131217","131217017","017","07","01707","13121701707","1","11",11A,30,14,16,27,6,24,8,7,1,5,9,16,76,76,45,31,4,6,9,30,45,39,6,22,6,82,38,44,5,5,50,22,799.280788176603,36765.0166929887
"960","169385","13121801604","13","1312","131218","131218016","016","04","01604","13121801604","1","11",11A,8,1,6,6,0,8,0,1,5,1,1,1,87,86,40,46,7,20,20,15,40,33,7,13,4,128,36,92,5,4,42,77,682.519389183977,21733.9254099254
"961","169386","13121801605","13","1312","131218","131218016","016","05","01605","13121801605","1","11",11A,7,3,4,6,2,5,0,3,4,0,0,3,64,64,39,25,5,16,9,27,39,33,6,14,9,65,29,36,13,3,40,9,659.331104048612,21442.7212250119
"962","169387","13121801101","13","1312","131218","131218011","011","01","01101","13121801101","1","11",11A,4,0,4,4,0,4,0,4,0,0,0,4,88,88,77,11,6,1,13,54,77,48,29,53,19,170,73,97,11,18,89,52,363.443452413619,8253.87126738101
"963","169388","13120201401","13","1312","131202","131202014","014","01","01401","13120201401","1","11",11A,35,21,14,33,21,14,4,26,1,1,3,1,99,99,66,33,11,21,39,25,66,43,23,45,15,154,77,77,18,11,94,31,459.578698507999,12391.8956069463
"964","169389","13121800116","13","1312","131218","131218001","001","16","00116","13121800116","1","11",11A,6,0,6,6,0,6,0,3,0,3,0,0,48,48,48,0,1,0,0,48,48,31,17,36,11,115,56,59,11,10,56,38,834.44857229241,14198.7674264495
"965","169390","13121802224","13","1312","131218","131218022","022","24","02224","13121802224","1","11",11A,61,53,8,61,55,6,47,9,3,1,1,9,139,139,75,64,21,31,34,41,75,51,24,46,20,160,76,84,20,12,77,51,1723.60731132807,123879.879374356
"966","169391","13120302804","13","1312","131203","131203028","028","04","02804","13120302804","1","11",11A,103,92,11,103,84,19,89,7,6,1,0,35,151,151,101,50,34,22,33,62,101,72,29,56,22,204,97,107,14,19,113,58,878.987738419624,45435.437153265
"967","169392","13120301704","13","1312","131203","131203017","017","04","01704","13120301704","1","11",11A,15,7,8,15,9,6,2,13,0,0,0,13,56,56,48,8,3,3,21,23,48,38,10,27,9,88,47,41,5,8,46,29,790.729484892696,34579.0202908637
"968","169393","13121801606","13","1312","131218","131218016","016","06","01606","13121801606","1","11",11A,19,5,14,16,3,16,2,10,5,2,0,8,157,157,103,54,43,83,65,30,103,68,35,65,27,235,109,126,37,17,114,67,1304.60449861092,36331.3401238641
"969","169394","13121802225","13","1312","131218","131218022","022","25","02225","13121802225","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.6005012489,55667.0374695696
"970","169395","13120301705","13","1312","131203","131203017","017","05","01705","13120301705","1","11",11A,17,17,0,17,17,0,13,4,0,0,0,8,19,19,16,3,1,2,6,8,16,12,4,11,6,33,12,21,2,8,18,5,702.050561361327,22035.2699043483
"971","169396","13120301706","13","1312","131203","131203017","017","06","01706","13120301706","1","11",11A,21,20,1,20,21,0,1,18,1,1,0,12,27,27,19,8,5,3,14,5,19,15,4,11,4,36,13,23,0,4,18,14,315.1993285131,4850.48685505155
"972","169397","13120202202","13","1312","131202","131202022","022","02","02202","13120202202","1","11",11A,47,34,13,44,29,18,25,15,1,3,3,4,146,146,120,26,44,23,40,78,120,85,35,81,34,262,116,146,31,20,142,69,572.239993735446,13955.1111532449
"973","169398","13120202203","13","1312","131202","131202022","022","03","02203","13120202203","1","11",11A,9,8,1,9,9,0,5,4,0,0,0,5,12,12,4,8,0,0,3,1,4,3,1,2,1,7,3,4,0,1,5,1,387.333453126721,6438.67534655963
"974","169399","13121600112","13","1312","131216","131216001","001","12","00112","13121600112","1","11",11A,33,25,8,32,10,23,12,19,1,0,1,13,73,73,46,27,10,21,29,15,46,33,13,35,11,110,52,58,12,12,37,49,533.375688979579,14616.6900146442
"975","169400","13121700501","13","1312","131217","131217005","005","01","00501","13121700501","1","11",11A,20,13,7,18,6,14,7,10,3,0,0,7,42,42,32,10,6,13,17,12,32,25,7,18,7,62,24,38,6,7,25,24,300.523396498415,4403.42334592401
"976","169466","13121600308","13","1312","131216","131216003","003","08","00308","13121600308","1","11",11A,2,0,2,2,0,2,0,0,2,0,0,0,54,54,49,5,37,48,40,8,49,37,12,25,12,93,39,54,12,7,41,33,441.135199499989,7210.91173101068
"977","169467","13121600904","13","1312","131216","131216009","009","04","00904","13121600904","1","11",11A,39,33,5,39,5,34,0,36,3,0,0,3,55,54,53,1,11,44,31,19,53,27,26,44,19,148,67,81,26,11,65,46,620.566546747335,17790.294789342
"978","169468","13121103403","13","1312","131211","131211034","034","03","03403","13121103403","1","11",11A,48,47,1,48,42,6,10,33,3,0,2,32,60,60,49,11,13,5,15,33,49,36,13,30,11,101,47,54,8,7,49,37,472.694728506453,12402.818142105
"979","169469","13121004301","13","1312","131210","131210043","043","01","04301","13121004301","1","11",11A,6,0,6,4,0,6,0,0,0,6,0,0,139,139,115,24,107,114,86,20,115,60,55,74,53,274,133,141,51,31,169,23,402.734618303173,10405.1587331104
"980","169470","13121000910","13","1312","131210","131210009","009","10","00910","13121000910","1","11",11A,63,46,17,52,37,26,32,20,2,5,4,32,125,125,89,36,16,23,44,38,89,64,25,48,20,178,89,89,21,16,92,49,772.25801393188,17663.9537831947
"981","169471","13121600502","13","1312","131216","131216005","005","02","00502","13121600502","1","11",11A,10,0,10,8,0,10,0,5,0,5,0,0,104,104,99,5,10,0,3,94,99,55,44,68,36,262,120,142,43,35,132,52,658.654819487589,12600.2567713137
"982","169472","13121000911","13","1312","131210","131210009","009","11","00911","13121000911","1","11",11A,28,24,4,28,24,4,21,6,1,0,0,17,42,42,30,12,6,5,10,13,30,19,11,17,8,64,33,31,10,4,34,16,628.361549614892,19212.5834358173
"983","169473","13121002205","13","1312","131210","131210022","022","05","02205","13121002205","1","11",11A,37,13,22,36,8,29,1,35,0,1,0,6,141,140,95,45,30,56,43,46,96,72,24,50,20,194,83,111,15,22,115,42,910.874496166981,44685.4027485123
"984","169494","13121004403","13","1312","131210","131210044","044","03","04403","13121004403","1","11",11A,8,8,0,8,8,0,0,8,0,0,0,4,8,8,7,1,0,5,6,0,7,4,3,3,2,14,5,9,2,1,7,4,203.401248835071,2151.56500682078
"985","169495","13121003304","13","1312","131210","131210033","033","04","03304","13121003304","1","11",11A,30,13,17,30,3,27,0,11,10,9,0,3,125,125,121,4,33,22,20,99,121,82,39,79,26,260,105,155,26,14,124,96,1553.20458265033,71654.2813595935
"986","169496","13121100702","13","1312","131211","131211007","007","02","00702","13121100702","1","11",11A,20,20,0,20,19,1,15,4,0,0,1,18,22,22,14,8,0,4,6,7,14,10,4,9,3,27,14,13,2,1,9,15,1915.52413387838,198057.102112452
"987","169497","13121004405","13","1312","131210","131210044","044","05","04405","13121004405","1","11",11A,12,12,0,12,12,0,12,0,0,0,0,2,12,12,10,2,4,10,7,3,10,7,3,6,2,23,9,14,2,4,8,9,227.441753409142,2863.10115724438
"988","169806","13121801401","13","1312","131218","131218014","014","01","01401","13121801401","1","11",11A,25,14,11,25,15,10,14,1,4,6,0,0,260,260,229,31,79,214,172,45,229,118,111,173,115,597,284,313,118,76,336,67,640.021892119864,26593.6754583327
"989","169807","13121800114","13","1312","131218","131218001","001","14","00114","13121800114","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.129638338711,39303.1263732784
"990","169808","13121600109","13","1312","131216","131216001","001","09","00109","13121600109","1","11",11A,18,11,7,17,3,15,3,10,5,0,0,5,61,61,44,17,12,32,31,9,44,25,19,34,18,114,54,60,21,12,54,27,368.445401959254,8096.04439707483
"991","169809","13121700202","13","1312","131217","131217002","002","02","00202","13121700202","1","11",11A,78,31,46,55,14,64,46,14,3,8,7,39,300,299,186,113,28,21,40,141,187,149,38,89,29,353,173,180,33,33,223,64,1065.92415692908,54423.7119826686
"992","169810","13120202604","13","1312","131202","131202026","026","04","02604","13120202604","1","11",11A,1,0,1,0,0,1,0,1,0,0,0,1,44,44,32,12,26,18,26,4,32,22,10,20,6,70,29,41,4,4,37,25,734.908241524758,23462.9472084183
"993","169811","13120302509","13","1312","131203","131203025","025","09","02509","13120302509","1","11",11A,65,31,34,65,37,28,8,47,6,0,4,33,253,253,229,24,10,21,16,211,229,127,102,167,99,593,276,317,106,77,294,116,939.766524652136,40839.8962277647
"994","169812","13121800115","13","1312","131218","131218001","001","15","00115","13121800115","1","11",11A,6,0,6,5,0,6,0,0,6,0,0,0,89,89,82,7,65,51,74,6,82,47,35,60,18,191,93,98,13,14,114,50,464.060792968023,11663.5038213781
"995","169813","13120302802","13","1312","131203","131203028","028","02","02802","13120302802","1","11",11A,10,9,1,9,8,2,7,2,1,0,0,3,14,14,8,6,1,0,7,1,8,5,3,6,3,19,8,11,0,5,6,8,726.565621106098,19448.9712814795
"996","169814","13121802223","13","1312","131218","131218022","022","23","02223","13121802223","1","11",11A,28,28,0,28,28,0,6,19,1,0,2,2,28,28,14,14,3,0,11,2,14,11,3,9,3,28,12,16,1,3,14,10,1173.70694868916,69538.2292553363
"997","169815","13120202201","13","1312","131202","131202022","022","01","02201","13120202201","1","11",11A,31,29,2,31,28,3,28,1,2,0,0,15,41,41,27,14,3,0,11,12,27,20,7,17,6,53,24,29,4,3,23,23,554.812524807726,16113.6263112711
"998","169816","13120301210","13","1312","131203","131203012","012","10","01210","13120301210","1","11",11A,28,28,0,28,28,0,24,3,1,0,0,25,28,28,9,19,3,3,4,4,9,5,4,8,3,21,11,10,1,2,10,8,2437.34928847477,97827.4912663359
"999","169817","13120301703","13","1312","131203","131203017","017","03","01703","13120301703","1","11",11A,20,17,3,20,20,0,20,0,0,0,0,19,31,31,13,18,2,0,1,12,13,10,3,10,3,28,10,18,1,4,18,5,809.910452809185,28992.1391807998
"1000","169818","13121600110","13","1312","131216","131216001","001","10","00110","13121600110","1","11",11A,24,17,7,24,14,10,5,15,4,0,0,10,52,52,43,9,10,23,26,7,43,30,13,30,10,95,41,54,14,6,49,26,390.248114998392,8553.76820777381
"1001","169819","13121802001","13","1312","131218","131218020","020","01","02001","13121802001","1","11",11A,11,0,11,11,0,11,0,0,11,0,0,0,132,132,130,2,25,4,9,120,130,50,80,123,74,395,189,206,66,58,218,53,642.930990639607,13417.072770408
"1002","169822","13120300102","13","1312","131203","131203001","001","02","00102","13120300102","1","11",11A,33,6,26,31,6,27,0,33,0,0,0,0,233,232,225,7,8,12,11,209,225,103,122,191,103,665,303,362,120,100,334,111,1177.11354640039,56659.208722405
"1003","169823","13121701105","13","1312","131217","131217011","011","05","01105","13121701105","1","11",11A,52,21,29,37,12,40,33,17,2,0,0,35,193,191,115,76,23,11,39,66,117,83,34,66,26,256,113,143,22,27,155,52,1081.57281725435,40442.6548329962
"1004","169824","13121801102","13","1312","131218","131218011","011","02","01102","13121801102","1","11",11A,29,29,0,29,8,21,1,23,1,0,4,5,29,29,27,2,7,24,17,8,27,8,19,24,14,83,46,37,13,11,40,19,566.799806432662,20128.9135973319
"1005","169830","13120202204","13","1312","131202","131202022","022","04","02204","13120202204","1","11",11A,46,16,29,43,19,27,12,25,3,1,5,1,197,196,146,50,15,6,59,78,146,104,42,93,38,320,140,180,33,32,163,92,658.613131545908,18165.9913433562
"1006","169831","13121601703","13","1312","131216","131216017","017","03","01703","13121601703","1","11",11A,5,5,0,5,0,5,0,0,3,2,0,0,5,5,5,0,1,5,5,0,5,1,4,5,1,14,9,5,0,1,9,4,289.73149277483,4770.5269113209
"1007","169832","13121700301","13","1312","131217","131217003","003","01","00301","13121700301","1","11",11A,42,20,22,28,19,23,13,15,4,4,6,19,206,206,144,62,5,7,32,106,144,130,14,56,11,223,89,134,5,14,137,67,671.876339699029,27227.5325408559
"1008","169833","13121700302","13","1312","131217","131217003","003","02","00302","13121700302","1","11",11A,8,2,6,6,0,8,0,7,0,0,1,3,40,40,17,23,0,0,2,15,17,11,6,11,3,41,20,21,3,5,22,11,450.079564886766,7279.71519927278
"1009","169834","13121601406","13","1312","131216","131216014","014","06","01406","13121601406","1","11",11A,56,49,7,56,44,12,30,14,8,4,0,44,110,110,89,21,36,47,65,20,89,58,31,64,25,215,97,118,16,26,112,61,1292.81890569119,81643.8553069207
