WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((-37377.8467 165486.996200001,-37367.3099 165470.571900001,-37356.9213 165457.626499999,-37354.8703 165456.1395,-37332.6631 165440.034299999,-37283.6539 165405.004899999,-37251.7571 165382.469,-37247.5022 165379.462099999,-37218.9713 165362.051,-37241.1423 165361.244899999,-37265.2913 165356.488,-37387.874 165353.498400001,-37393.2072 165512.099099999,-37377.8467 165486.996200001)))","123","163314","13120301502","13","1312","131203","131203015","015","02","01502","13120301502","1","11",11A,24,12,12,23,8,16,2,17,5,0,0,7,77,77,64,13,8,41,48,11,64,37,27,48,20,151,73,78,18,12,75,46,561.545202931679,11384.011710124
"MULTIPOLYGON (((-44968.2176 165415.6491,-44996.9982 165400.9232,-45100.4222 165348.0079,-45105.6711 165358.576300001,-45166.9865 165482.015799999,-45162.5798 165500.945,-45155.1152 165500.440199999,-45142.4607 165499.8094,-45121.7746 165499.809800001,-45096.3987 165500.362199999,-45074.3327 165502.0184,-45061.3763 165505.1845,-45046.399 165508.4626,-45035.3995 165511.740700001,-45018.9263 165516.7687,-44968.2176 165415.6491)))","124","163315","13121602404","13","1312","131216","131216024","024","04","02404","13121602404","1","11",11A,12,12,0,12,0,12,1,6,3,2,0,3,13,13,12,1,4,12,11,0,12,5,7,10,7,35,15,20,4,8,16,7,576.408756857764,20054.9951090501
"MULTIPOLYGON (((-38519.8829 165500.7597,-38522.5987 165491.844,-38524.8845 165488.7272,-38526.2075 165487.2612,-38553.9664 165496.3237,-38562.691 165499.0505,-38568.7158 165500.998400001,-38568.2998 165502.557399999,-38563.4932 165517.001800001,-38519.8829 165500.7597)))","125","163316","13120300801","13","1312","131203","131203008","008","01","00801","13120300801","1","11",11A,8,8,0,8,8,0,0,0,8,0,0,3,8,8,8,0,5,0,3,5,8,5,3,7,2,21,9,12,2,2,9,8,123.206831678746,731.035068887414
"MULTIPOLYGON (((-44311.7737 165459.507,-44367.072 165431.8353,-44398.7382 165491.0931,-44342.8949 165519.854800001,-44311.7737 165459.507)))","126","163317","13121801715","13","1312","131218","131218017","017","15","01715","13121801715","1","11",11A,8,8,0,8,3,5,0,8,0,0,0,8,8,8,8,0,4,8,5,1,8,6,2,8,1,19,7,12,0,1,7,11,259.738231263038,4209.11605304762
"MULTIPOLYGON (((-42902.7237 165501.205499999,-42832.1187 165484.4904,-42847.9804 165423.0208,-42850.9771 165407.319399999,-42854.4085 165361.556299999,-42868.9224 165359.8018,-42914.2577 165334.832,-42971.9894 165365.6458,-43011.5168 165377.931,-43010.619 165389.387499999,-43009.0471 165396.801200001,-43005.9043 165408.0338,-43000.0658 165426.679099999,-42995.3362 165453.844,-42987.0 165506.764900001,-42986.9979 165506.7784,-42984.8383 165520.488299999,-42902.7237 165501.205499999)))","127","163318","13121801503","13","1312","131218","131218015","015","03","01503","13121801503","1","11",11A,8,0,8,6,0,8,0,0,2,6,0,0,225,225,156,69,145,156,112,33,156,93,63,98,60,360,168,192,81,25,213,41,600.78552946067,22948.8808828982
"MULTIPOLYGON (((-44453.9735 165463.4364,-44423.0723 165403.091600001,-44479.8556 165374.707900001,-44539.946 165491.648800001,-44483.0718 165520.7114,-44453.9735 165463.4364)))","128","163319","13121801716","13","1312","131218","131218017","017","16","01716","13121801716","1","11",11A,16,16,0,16,15,1,1,14,0,1,0,16,16,16,13,3,10,13,10,2,13,7,6,11,6,40,20,20,12,5,15,8,390.867319679201,8382.60822756202
"MULTIPOLYGON (((-45908.4283 165396.7664,-45975.9549 165338.8879,-46060.5013 165473.3814,-45987.0589 165520.9605,-45908.4283 165396.7664)))","129","163320","13121601104","13","1312","131216","131216011","011","04","01104","13121601104","1","11",11A,21,3,18,20,2,19,1,11,4,4,1,8,108,108,78,30,28,51,44,24,78,57,21,36,22,157,66,91,25,16,84,32,482.297626654317,13418.7967698808
"MULTIPOLYGON (((-39020.7285 165504.547,-38947.2528 165425.305500001,-38951.0002 165384.0681,-38953.3056 165339.7248,-38963.8152 165339.7248,-38970.4809 165337.5318,-38975.0946 165333.389900001,-38987.6559 165314.386600001,-38993.2956 165311.4627,-38999.4473 165309.2698,-39007.496 165308.1358,-39029.3751 165314.7904,-39051.3452 165322.585,-39050.8387 165366.428200001,-39053.1689 165390.3463,-39051.1584 165432.6346,-39046.5439 165458.203600001,-39035.7788 165502.035,-39033.216 165512.749600001,-39033.4851 165522.258199999,-39032.8918 165523.1303,-39020.7285 165504.547)))","130","163321","13120200605","13","1312","131202","131202006","006","05","00605","13120200605","1","11",11A,44,31,13,42,27,17,22,16,4,2,0,42,123,123,96,27,1,34,42,43,96,71,25,52,21,189,83,106,18,15,99,57,532.697193104106,15456.5000002737
"MULTIPOLYGON (((-37941.1093 165463.601199999,-37943.1261 165453.2816,-37943.4081 165445.541200001,-37948.2196 165455.086300001,-37954.6002 165458.386600001,-37963.9511 165462.8971,-37976.3823 165468.5076,-37985.0732 165472.578,-37992.3339 165475.8783,-38004.4351 165487.759500001,-37973.3113 165498.364600001,-37967.5625 165501.3686,-37932.5212 165519.681,-37916.859 165527.3258,-37941.1093 165463.601199999)))","131","163322","13120302808","13","1312","131203","131203028","028","08","02808","13120302808","1","11",11A,19,18,1,18,17,2,16,2,1,0,0,3,26,26,13,13,1,1,6,7,13,9,4,8,4,27,16,11,1,3,11,12,259.201323312877,2700.96047186966
"MULTIPOLYGON (((-38850.7616 165491.748299999,-38823.8485 165467.842399999,-38855.8268 165437.783399999,-38904.9985 165508.736400001,-38905.9515 165512.360200001,-38904.2826 165516.437100001,-38896.176 165525.4978,-38892.8372 165529.1216,-38850.7616 165491.748299999)))","132","163323","13120200701","13","1312","131202","131202007","007","01","00701","13120200701","1","11",11A,19,16,3,19,9,10,8,2,2,5,2,0,26,26,23,3,0,6,7,13,23,15,8,15,6,56,26,30,8,6,27,15,247.726058049551,2994.24016500122
"MULTIPOLYGON (((-38522.599 165518.923,-38513.0433 165515.611199999,-38509.7205 165513.8572,-38508.2905 165513.3213,-38513.4593 165509.7664,-38517.1981 165505.6755,-38519.6909 165501.389699999,-38519.8829 165500.7597,-38563.4932 165517.001800001,-38558.5195 165531.9453,-38522.599 165518.923)))","133","163324","13120300802","13","1312","131203","131203008","008","02","00802","13120300802","1","11",11A,7,7,0,7,7,0,0,0,7,0,0,0,7,7,7,0,1,0,3,1,7,4,3,6,2,19,12,7,2,0,8,9,133.324027570064,783.882616279007
"MULTIPOLYGON (((-39276.5625 165689.113299999,-39321.403 165540.5506,-39337.7407 165493.4912,-39354.1434 165437.062200001,-39397.4317 165450.9779,-39412.6418 165523.1888,-39424.7619 165587.978,-39431.9939 165616.4208,-39443.2428 165646.3574,-39453.4405 165668.625299999,-39417.1679 165740.733100001,-39276.5625 165689.113299999)))","134","163340","13120201703","13","1312","131202","131202017","017","03","01703","13120201703","1","11",11A,54,15,37,46,15,39,11,33,9,0,1,39,335,332,239,93,25,70,112,109,241,181,60,129,53,498,236,262,62,52,258,126,765.258629830382,30908.8863099463
"MULTIPOLYGON (((-45549.183 165702.3861,-45544.3231 165692.959899999,-45538.8974 165674.645300001,-45526.9233 165637.698100001,-45495.5244 165575.374500001,-45489.8135 165561.045299999,-45485.5097 165541.8047,-45487.1964 165531.109,-45490.1505 165525.607899999,-45509.5402 165515.9276,-45522.9801 165512.797,-45585.1984 165474.646199999,-45634.2469 165443.0155,-45635.4919 165442.307800001,-45635.8556 165442.695800001,-45702.6643 165513.331499999,-45712.133 165523.014900001,-45718.8328 165531.3084,-45720.9327 165535.123199999,-45723.1206 165539.099,-45731.4284 165555.1831,-45744.8152 165591.4123,-45748.4611 165600.527799999,-45760.8438 165633.8881,-45558.9336 165742.0066,-45549.183 165702.3861)))","135","163341","13121601201","13","1312","131216","131216012","012","01","01201","13121601201","1","11",11A,30,27,3,27,8,22,1,8,10,11,0,6,42,42,34,8,7,19,27,6,34,16,18,28,14,99,46,53,13,14,48,24,861.617187814139,47449.9774117288
"MULTIPOLYGON (((-43360.8466 165701.384299999,-43354.0996 165671.955700001,-43353.9883 165637.235200001,-43344.2763 165595.350099999,-43334.3775 165572.5593,-43372.2928 165565.194,-43423.1717 165576.1066,-43401.5853 165646.146,-43395.2242 165716.806,-43377.3763 165745.154100001,-43360.8466 165701.384299999)))","136","163342","13121800802","13","1312","131218","131218008","008","02","00802","13121800802","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.938805552441,8397.35104389092
"MULTIPOLYGON (((-39211.3366 165718.4855,-39183.2797 165708.382099999,-39064.9986 165692.258300001,-39066.3304 165679.1458,-39077.6612 165615.509299999,-39225.8415 165669.703400001,-39276.5625 165689.113299999,-39259.0269 165746.3462,-39211.3366 165718.4855)))","137","163343","13120201805","13","1312","131202","131202018","018","05","01805","13120201805","1","11",11A,29,7,22,29,4,25,1,20,6,0,2,1,168,168,120,48,22,58,56,52,120,89,31,71,28,247,103,144,18,33,132,64,554.191716326473,12436.5081678107
"MULTIPOLYGON (((-41257.434 165717.837,-41256.0498 165696.8148,-41251.4399 165681.9235,-41244.522 165670.5361,-41227.8056 165655.645,-41276.9174 165454.740499999,-41277.0744 165454.034499999,-41419.0895 165485.5689,-41535.4847 165511.414799999,-41533.6499 165520.895500001,-41532.331 165531.720100001,-41532.0012 165543.318600001,-41533.3202 165555.69,-41535.6293 165567.751499999,-41539.2562 165579.66,-41541.5642 165585.072699999,-41542.6741 165587.343599999,-41281.1591 165738.2837,-41259.2782 165746.742699999,-41257.434 165717.837)))","138","163344","13121700606","13","1312","131217","131217006","006","06","00606","13121700606","1","11",11A,44,20,24,39,11,33,10,20,6,8,0,13,153,153,115,38,20,17,34,74,115,93,22,56,20,216,108,108,26,15,136,39,976.73432620141,54494.8797427829
"MULTIPOLYGON (((-36697.1792 165756.458,-36692.3013 165748.0934,-36688.6291 165710.3749,-36693.7429 165707.372,-36707.7562 165692.956499999,-36711.155 165689.430600001,-36714.8388 165685.6087,-36727.6931 165669.0743,-36728.3171 165668.0164,-36741.5273 165648.009099999,-36756.4815 165625.3599,-36764.934 165611.0244,-36771.9456 165596.839,-36790.1245 165563.312200001,-36793.4353 165556.5985,-36799.8309 165543.627900001,-36802.6128 165541.759,-36804.6677 165541.348,-36808.2275 165540.8,-36831.0975 165540.3709,-36834.0726 165558.917199999,-36835.3947 165581.6732,-36824.2615 165610.8761,-36821.4307 165620.9638,-36820.4088 165633.283299999,-36818.3869 165633.1403,-36815.272 165633.3313,-36812.1282 165633.9593,-36810.5873 165634.497300001,-36809.0463 165635.0353,-36806.1225 165636.544199999,-36803.4436 165638.4472,-36801.0847 165640.6801,-36799.0978 165643.163,-36797.5099 165645.808900001,-36796.324 165648.5328,-36795.523 165651.2567,-36795.0751 165653.9156,-36794.9361 165656.4585,-36795.0751 165659.001399999,-36795.5231 165661.6603,-36796.3241 165664.384199999,-36796.8381 165665.565099999,-36783.8407 165671.776900001,-36755.9263 165715.9253,-36726.7909 165751.986,-36717.6294 165763.3246,-36697.1792 165756.458)))","139","163345","13120303005","13","1312","131203","131203030","030","05","03005","13120303005","1","11",11A,10,0,10,10,0,10,0,10,0,0,0,2,123,123,107,16,3,0,1,105,107,58,49,86,43,269,129,140,45,26,141,57,574.530361906262,11946.4013441021
"MULTIPOLYGON (((-36382.44 165683.8015,-36386.4323 165627.799699999,-36389.0221 165616.783199999,-36458.5513 165638.8539,-36448.2411 165674.7665,-36447.5291 165679.395400001,-36450.9752 165707.3662,-36444.1855 165703.679400001,-36436.2108 165701.5035,-36425.5253 165704.7575,-36417.3957 165710.3343,-36410.892 165718.002,-36404.7364 165730.899499999,-36402.4156 165742.518100001,-36399.6678 165750.9608,-36395.911 165754.8346,-36389.8723 165761.340399999,-36381.2777 165766.2202,-36382.44 165683.8015)))","140","163346","13120300301","13","1312","131203","131203003","003","01","00301","13120300301","1","11",11A,9,5,4,9,5,4,0,5,4,0,0,1,38,38,34,4,3,4,24,7,34,29,5,14,5,60,27,33,2,5,28,25,399.313832417953,6635.4562227759
"MULTIPOLYGON (((-37150.3633 165693.4592,-37149.1943 165690.1763,-37195.8752 165674.8927,-37229.1707 165665.8389,-37267.7579 165654.907099999,-37277.3194 165647.9023,-37295.8434 165621.5133,-37312.8324 165590.342399999,-37392.3981 165598.7097,-37383.8211 165674.1427,-37175.7429 165767.302100001,-37150.3633 165693.4592)))","141","163347","13120300604","13","1312","131203","131203006","006","04","00604","13120300604","1","11",11A,40,25,15,40,7,33,1,36,2,0,1,14,140,140,126,14,3,33,37,82,126,82,44,88,33,281,127,154,32,24,130,95,668.795605438908,19523.5937368054
"MULTIPOLYGON (((-37720.6925 165747.838099999,-37717.4856 165746.970100001,-37720.5273 165732.8287,-37723.8941 165721.141100001,-37753.3349 165625.9747,-37757.0237 165618.456,-37772.424 165614.177100001,-37861.8286 165557.174900001,-37916.859 165527.3258,-37932.5212 165519.681,-37967.5625 165501.3686,-37973.3113 165498.364600001,-37967.8778 165529.0645,-37961.9753 165552.2366,-37947.26 165566.800100001,-37911.94 165611.6405,-37892.7321 165636.184599999,-37867.9774 165662.548699999,-37819.6649 165715.7388,-37786.0828 165755.1084,-37778.9012 165767.786,-37720.6925 165747.838099999)))","142","163348","13120300901","13","1312","131203","131203009","009","01","00901","13120300901","1","11",11A,15,11,4,15,8,7,6,7,2,0,0,14,41,41,37,4,0,15,11,22,37,27,10,25,10,77,40,37,7,10,30,30,785.92091860097,25574.3468817199
"MULTIPOLYGON (((-39778.8802 165753.558499999,-39781.6525 165698.6106,-39781.4591 165657.928200001,-39780.1938 165627.921499999,-39778.4038 165618.059900001,-39773.6918 165605.804400001,-39764.2761 165593.7961,-39756.0624 165583.4386,-39746.9827 165571.848200001,-39817.4599 165606.0057,-39893.316 165644.3179,-39847.7093 165767.9847,-39778.8802 165753.558499999)))","143","163349","13121704101","13","1312","131217","131217041","041","01","04101","13121704101","1","11",11A,42,20,21,35,22,20,1,26,3,2,10,22,178,177,124,53,19,15,26,87,125,102,23,61,17,226,98,128,9,28,127,62,557.522514164831,14297.6144508445
"MULTIPOLYGON (((-36622.6474 165764.2961,-36622.1294 165756.7324,-36620.7314 165749.842700001,-36617.8314 165741.036,-36614.8285 165733.2654,-36611.2036 165726.6346,-36606.6987 165720.366900001,-36603.0738 165715.9121,-36595.8241 165707.4165,-36595.0611 165706.6335,-36683.0187 165636.9628,-36686.0029 165676.0053,-36688.6291 165710.3749,-36666.8652 165723.3455,-36656.6447 165732.408199999,-36634.3458 165756.111300001,-36623.6614 165771.2148,-36622.6474 165764.2961)))","144","163350","13120300207","13","1312","131203","131203002","002","07","00207","13120300207","1","11",11A,6,0,6,6,0,6,0,6,0,0,0,2,48,48,46,2,0,0,2,44,46,23,23,40,21,144,68,76,24,21,71,28,348.36076475907,5735.30704450299
"MULTIPOLYGON (((-39453.4405 165668.625299999,-39443.2428 165646.3574,-39431.9939 165616.4208,-39424.7619 165587.978,-39412.6418 165523.1888,-39397.4317 165450.9779,-39354.1434 165437.062200001,-39356.5292 165429.4354,-39396.9171 165300.3619,-39407.2363 165267.382,-39445.7919 165148.8478,-39445.7944 165148.84,-39445.8097 165148.849300001,-39445.8263 165148.8594,-39453.4845 165153.5197,-39498.0642 165160.3991,-39567.6138 165172.2371,-39584.0137 165176.8366,-39576.7984 165378.513800001,-39576.7959 165378.586,-39576.6612 165382.4857,-39574.1486 165455.242900001,-39568.6538 165614.352399999,-39565.2856 165693.430400001,-39561.8777 165774.1796,-39453.4405 165668.625299999)))","145","163351","13120200901","13","1312","131202","131202009","009","01","00901","13120200901","1","11",11A,66,25,38,50,7,59,24,33,7,0,2,26,315,313,194,119,25,41,98,86,194,152,42,105,36,397,175,222,29,31,231,106,1464.22319659407,91188.0473787881
"MULTIPOLYGON (((-42665.9857 165767.950099999,-42594.8876 165752.193,-42609.2214 165690.1404,-42664.6831 165702.5239,-42671.0618 165703.0438,-42678.5505 165700.9628,-42688.831 165694.3769,-42692.4368 165696.457699999,-42702.9764 165699.0594,-42711.297 165698.5373,-42713.5679 165698.623299999,-42716.5948 165694.8564,-42721.1335 165689.009500001,-42726.7032 165681.3048,-42737.0726 165666.8862,-42737.6936 165670.984,-42738.7496 165674.029899999,-42740.0546 165676.888699999,-42741.6705 165679.1886,-42743.4714 165681.0535,-42746.3923 165683.2904,-42750.5542 165685.528200001,-42754.208 165687.152100001,-42764.1096 165684.881,-42773.5531 165683.2399,-42779.8459 165685.548699999,-42785.8647 165691.193399999,-42800.5063 165714.8401,-42730.5968 165758.4954,-42709.7103 165777.1874,-42665.9857 165767.950099999)))","146","163352","13121801003","13","1312","131218","131218010","010","03","01003","13121801003","1","11",11A,5,0,5,5,0,5,0,4,1,0,0,0,118,118,95,23,64,95,67,24,95,55,40,68,26,229,103,126,33,10,110,76,530.815826276529,12498.2825154479
"MULTIPOLYGON (((-38016.8771 167602.697,-37994.1747 167567.8715,-37979.4801 167551.586200001,-37973.2763 167546.079399999,-37987.1934 167514.082599999,-37994.306 167497.7303,-38086.2005 167530.452500001,-38133.9087 167547.4406,-38149.7301 167553.1393,-38154.7929 167553.7722,-38155.2161 167573.399499999,-38156.0601 167583.7411,-38171.0505 167672.6701,-38145.7151 167674.291300001,-38128.4819 167676.716700001,-38115.4817 167577.350500001,-38016.8771 167602.697)))","147","163560","13121002801","13","1312","131210","131210028","028","01","02801","13121002801","1","11",11A,27,10,17,25,10,17,0,25,2,0,0,16,207,207,137,70,27,105,87,38,137,93,44,87,34,292,120,172,25,26,162,79,659.639311553415,14369.7024340791
"MULTIPOLYGON (((-41252.0476 167708.192600001,-41280.8845 167659.2172,-41295.8555 167633.791099999,-41304.6792 167618.805299999,-41313.9291 167606.0855,-41325.7584 167594.684800001,-41353.2381 167583.2447,-41373.2128 167575.978700001,-41374.1875 167575.6241,-41374.1988 167575.62,-41380.4164 167590.170299999,-41396.3578 167604.704399999,-41401.6077 167613.914,-41419.1684 167659.501800001,-41433.1941 167698.9099,-41371.0011 167720.4211,-41368.2593 167723.3081,-41366.6724 167726.7729,-41366.2394 167730.525800001,-41366.6725 167734.7126,-41373.8721 167752.233100001,-41416.0255 167854.8147,-41387.8525 167866.068600001,-41380.1992 167848.218900001,-41368.6496 167834.9581,-41354.5333 167819.130899999,-41332.2896 167763.949200001,-41283.0966 167751.1163,-41268.9804 167740.4221,-41252.0476 167708.192600001)))","148","163561","13121100801","13","1312","131211","131211008","008","01","00801","13121100801","1","11",11A,15,0,15,15,0,15,0,6,5,4,0,7,428,428,367,61,197,329,280,61,367,241,126,261,105,833,383,450,102,63,442,226,791.075389147996,24827.8530061979
"MULTIPOLYGON (((-44323.4031 167210.091700001,-44322.8861 167210.0447,-44322.3722 167209.9647,-44321.8652 167209.852700001,-44321.3652 167209.708699999,-44320.8762 167209.5337,-44320.3992 167209.3277,-44319.9363 167209.091800001,-44319.4893 167208.8278,-44319.0593 167208.5348,-44318.6493 167208.2158,-44318.2603 167207.8708,-44317.8943 167207.502900001,-44317.5513 167207.1119,-44317.2354 167206.699899999,-44316.9454 167206.267899999,-44316.6834 167205.82,-44316.4594 167205.375,-44303.522 167207.165100001,-44282.8879 167207.7435,-44282.8589 167207.7435,-44252.2543 167208.601,-44247.6751 167173.1547,-44236.8804 167146.161,-44221.5888 167122.316400001,-44201.3495 167100.7217,-44182.9092 167086.3256,-44007.2709 166963.9922,-44049.4684 166901.3791,-44107.8152 166942.5853,-44130.7733 166954.042400001,-44172.7898 166986.847200001,-44185.3533 167001.5483,-44212.2896 167054.399499999,-44229.5551 167079.270099999,-44241.1247 167089.2875,-44261.8438 167100.8596,-44278.5911 167104.313100001,-44299.8282 167104.4857,-44310.0157 167103.103599999,-44329.6978 167093.602700001,-44337.9114 167087.7048,-44364.403 167069.9991,-44372.9596 167066.1161,-44381.6573 167078.977399999,-44394.063 167097.1974,-44400.0718 167106.0229,-44390.2283 167110.421800001,-44368.2563 167120.7138,-44350.5422 167136.3354,-44338.1889 167149.859,-44330.9644 167163.3826,-44324.6089 167193.759400001,-44325.6449 167193.919299999,-44326.1488 167194.0473,-44326.6438 167194.2063,-44327.1268 167194.397299999,-44327.5968 167194.6183,-44328.0528 167194.8682,-44328.4908 167195.1472,-44328.9107 167195.453199999,-44329.3107 167195.7852,-44329.6887 167196.142200001,-44330.0437 167196.5221,-44330.3737 167196.9241,-44330.6777 167197.346100001,-44330.9537 167197.7861,-44331.2017 167198.243,-44331.4197 167198.714,-44331.6077 167199.199,-44331.7647 167199.694,-44331.8897 167200.198899999,-44331.9817 167200.709899999,-44332.0427 167201.2259,-44332.0697 167201.744899999,-44332.0637 167202.264799999,-44332.0257 167202.7828,-44331.9537 167203.297800001,-44331.8497 167203.8068,-44331.7137 167204.308800001,-44331.5467 167204.8007,-44331.3487 167205.2807,-44331.1197 167205.7477,-44330.8618 167206.1987,-44330.5768 167206.6327,-44330.2638 167207.047700001,-44329.9258 167207.4427,-44329.5628 167207.8146,-44329.1768 167208.162599999,-44328.7709 167208.4866,-44328.3439 167208.782600001,-44327.8989 167209.0526,-44327.4389 167209.2926,-44326.964 167209.503599999,-44326.476 167209.683599999,-44325.978 167209.832599999,-44325.472 167209.9496,-44324.959 167210.034600001,-44324.4421 167210.0866,-44323.9231 167210.105599999,-44323.4031 167210.091700001)))","149","163610","13121600404","13","1312","131216","131216004","004","04","00404","13121600404","1","11",11A,50,42,7,50,23,27,0,27,17,3,3,11,80,79,73,6,17,61,55,13,73,45,28,51,27,195,81,114,28,20,76,71,1126.11377614815,30451.1232529686
