WKT,OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"MULTIPOLYGON (((-38155.2161 167573.399499999,-38163.8801 167573.4387,-38181.1739 167572.5593,-38257.0908 167549.403200001,-38289.9197 167541.782199999,-38297.2476 167542.075300001,-38308.9722 167546.7652,-38317.1795 167552.920600001,-38324.2142 167563.1796,-38335.0595 167591.318700001,-38361.9994 167657.529100001,-38363.3333 167657.209100001,-38369.937 167655.623199999,-38414.3901 167651.175100001,-38429.6345 167651.428,-38440.989 167649.576099999,-38448.1477 167644.2042,-38455.6763 167633.5846,-38462.2169 167619.2612,-38465.6115 167597.899,-38471.5969 167561.5964,-38472.7696 167538.0123,-38477.2451 167509.3254,-38481.7287 167484.158399999,-38471.914 167478.716700001,-38462.7694 167478.4027,-38455.3107 167475.800899999,-38398.5238 167451.9091,-38380.5125 167446.1204,-38363.5871 167439.3828,-38357.8823 167435.8619,-38349.3846 167431.0052,-38341.3729 167426.634400001,-38331.4203 167421.533600001,-38324.8655 167418.6198,-38319.1607 167416.433900001,-38311.27 167413.519,-38304.3513 167411.212200001,-38298.5255 167409.5123,-38291.3638 167407.569399999,-38277.3033 167404.535599999,-38271.7196 167403.6856,-38266.6218 167402.4717,-38260.826 167400.1238,-38231.856 167387.996400001,-38222.3714 167384.4386,-38219.0235 167383.1237,-38217.4926 167387.488500001,-38216.9507 167389.013499999,-38212.073 167401.975,-38205.6515 167420.487299999,-38197.44 167444.1634,-38190.9364 167458.9058,-38177.6573 167493.215500001,-38164.6493 167535.6589,-38154.7929 167553.7722,-38155.2161 167573.399499999)))","14","8099","1312","10","029","01","13121002901","007437",Porto,"200499","2011","13121002901",,"8",Subsecção,"8","0","0","0","0","8","0","3","5","0","0","0","8","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","199","199","199","0","0","80","80","96","80","80","80","80","3","41","36","0","4","55","42","34","4","57","21","81","0","71","9","3","9","75","6","0","43","8","2","5","9","3","148","75","73","141","71","70","5","1","2","5","4","10","122","112","6","3","0","1","4","4","3","60","57","3","2","1","1","1","0","7","62","55","3","0","1","0","5","5","0","23","1","7","9","22","1","94","3","3","107","4","19","0","20","87","28","66"
"MULTIPOLYGON (((-41116.6172 164961.199899999,-41210.8898 164974.602299999,-41240.5773 164964.3816,-41237.0744 164954.5404,-41247.8934 164950.3792,-41254.7593 164946.2181,-41256.4238 164942.0569,-41250.1821 164931.654100001,-41245.8129 164922.2915,-41246.8532 164916.2578,-41241.4332 164903.6644,-41232.3009 164908.9068,-41206.8004 164849.682600001,-41198.1538 164855.1775,-41191.1429 164835.6434,-41186.818 164824.435,-41182.5591 164812.897500001,-41177.8411 164800.6391,-41173.3192 164788.3167,-41168.5363 164775.337300001,-41163.8844 164761.4399,-41158.9705 164750.6895,-41156.9385 164748.591600001,-41153.7286 164745.8387,-41145.8659 164741.053099999,-41141.2141 164740.5942,-41139.1832 164740.791200001,-41136.9543 164741.3192,-41135.1846 164727.977499999,-41081.3766 164765.228,-41012.0383 164812.229,-40984.7191 164831.1094,-40978.8008 164839.828299999,-40978.7594 164839.8892,-40937.6914 164921.1393,-40936.3415 164925.2291,-40934.9721 164930.079399999,-40933.8022 164938.8288,-40946.6119 164942.259,-41008.6513 164948.5473,-41116.5802 164961.194599999,-41116.6172 164961.199899999)))","15","8100","1312","07","008","01","13120700801","007437",Porto,"200247","2011","13120700801",,"8",Subsecção,"54","31","4","0","27","23","0","27","26","1","30","14","10","23","13","8","3","2","4","1","0","0","0","25","1","5","1","22","180","179","179","0","1","97","97","45","97","97","97","95","25","32","38","2","8","41","11","2","1","42","46","99","0","73","23","38","14","87","11","1","50","17","10","6","13","19","299","115","184","199","86","113","5","3","10","10","9","13","116","103","55","3","1","4","6","5","8","53","45","19","2","2","6","4","4","5","63","58","36","5","5","6","8","7","0","20","49","24","25","34","3","40","1","12","76","61","91","0","13","63","42","58"
"MULTIPOLYGON (((-41135.1846 164727.977499999,-41136.9543 164741.3192,-41139.1832 164740.791200001,-41141.2141 164740.5942,-41145.8659 164741.053099999,-41153.7286 164745.8387,-41156.9385 164748.591600001,-41158.9705 164750.6895,-41163.8844 164761.4399,-41168.5363 164775.337300001,-41173.3192 164788.3167,-41177.8411 164800.6391,-41182.5591 164812.897500001,-41186.818 164824.435,-41191.1429 164835.6434,-41198.1538 164855.1775,-41206.8004 164849.682600001,-41232.3009 164908.9068,-41241.4332 164903.6644,-41286.2732 164877.9242,-41272.1234 164833.2052,-41246.3379 164774.314099999,-41161.4269 164709.584100001,-41160.26 164711.042099999,-41135.1846 164727.977499999)))","16","8101","1312","07","010","01","13120701001","007437",Porto,"200249","2011","13120701001",,"8",Subsecção,"7","0","0","0","0","7","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","54","54","54","0","0","54","54","0","54","54","54","54","6","40","8","0","2","26","19","6","1","1","53","54","0","24","25","22","14","39","14","1","48","20","9","8","15","21","159","76","83","158","76","82","8","8","4","10","9","7","99","92","29","4","8","2","8","7","4","44","40","10","4","0","2","2","2","3","55","52","19","5","4","3","11","2","0","0","71","21","22","11","0","7","1","16","52","40","68","0","12","40","30","39"
"MULTIPOLYGON (((-41241.4332 164903.6644,-41246.8532 164916.2578,-41245.8129 164922.2915,-41250.1821 164931.654100001,-41256.4238 164942.0569,-41254.7593 164946.2181,-41247.8934 164950.3792,-41237.0744 164954.5404,-41240.5773 164964.3816,-41252.1089 164960.411499999,-41336.8045 164929.1832,-41381.8534 164911.4922,-41357.6034 164809.243899999,-41358.0893 164799.3003,-41359.7771 164790.730599999,-41361.594 164783.717800001,-41372.1582 164753.3829,-41329.8285 164501.017,-41307.6674 164499.1645,-41276.1224 164551.989800001,-41208.0783 164651.3168,-41161.4269 164709.584100001,-41246.3379 164774.314099999,-41272.1234 164833.2052,-41286.2732 164877.9242,-41241.4332 164903.6644)))","17","8102","1312","07","009","01","13120700901","007437",Porto,"200248","2011","13120700901",,"8",Subsecção,"13","2","1","1","0","11","0","9","2","2","1","4","8","2","2","1","0","0","0","3","1","4","0","9","0","2","0","2","284","282","282","0","2","127","127","50","127","127","127","127","14","51","51","11","4","71","74","38","10","87","21","135","0","101","32","35","27","126","9","0","75","24","16","16","27","15","254","124","130","265","133","132","17","11","10","7","6","5","175","170","45","10","8","3","6","5","3","81","78","25","7","3","7","1","1","2","94","92","20","1","7","4","7","4","0","20","13","12","18","22","3","165","1","8","134","56","83","0","7","127","50","107"
"MULTIPOLYGON (((-41116.6172 164961.199899999,-41116.6194 164961.2075,-41165.692 165130.4847,-41171.1939 165139.158299999,-41194.8235 165208.239,-41194.9987 165220.5505,-41186.1895 165264.3818,-41177.8859 165267.661800001,-41167.0974 165271.9209,-41228.8917 165268.19,-41238.3652 165267.266899999,-41264.5951 165265.252499999,-41276.7396 165268.2502,-41301.8782 165246.731699999,-41304.8271 165241.1259,-41335.3005 165219.0153,-41338.9043 165214.655400001,-41343.491 165200.642899999,-41344.8017 165182.581599999,-41344.8017 165181.218699999,-41344.8016 165171.993100001,-41327.362 165068.309800001,-41327.3202 165068.2784,-41287.8998 165037.0297,-41246.0996 165005.711300001,-41246.1055 165005.696599999,-41250.3596 164995.011,-41253.7492 164969.3817,-41252.1089 164960.411499999,-41240.5773 164964.3816,-41210.8898 164974.602299999,-41116.6172 164961.199899999)))","18","8104","1312","04","038","03","13120403803","007437",Porto,"199876","2011","13120403803",,"8",Subsecção,"31","18","0","1","17","10","3","22","9","0","11","18","2","2","11","1","8","8","1","0","0","0","0","9","20","2","0","0","100","98","98","0","2","49","49","46","48","47","48","46","5","31","12","1","4","27","7","1","0","18","31","50","1","40","9","20","5","43","7","0","39","6","5","1","5","7","129","68","61","113","51","62","5","6","3","2","2","1","66","65","31","2","4","2","2","2","1","29","28","12","3","2","1","0","0","0","37","37","19","1","5","2","2","2","0","10","28","6","16","16","1","33","1","6","45","41","47","0","5","40","17","29"
"MULTIPOLYGON (((-43185.1899 165979.976199999,-43175.9587 166017.993799999,-43165.6515 166060.4431,-43144.8833 166152.159499999,-43137.964 166191.348,-43136.3442 166200.6076,-43111.4054 166219.667199999,-43094.7663 166229.097100001,-43093.5413 166229.7841,-43073.7773 166240.8769,-43041.5289 166259.0967,-43029.9695 166265.4966,-43014.5702 166269.4767,-43004.6606 166268.237,-42979.2619 166290.546399999,-42961.2928 166301.076300001,-42941.7378 166313.937100001,-42940.2339 166314.926100001,-42920.6848 166324.906,-42906.4255 166332.7959,-42881.7368 166348.148700001,-42880.2259 166350.9826,-42880.2259 166354.842399999,-42881.8759 166364.13,-42940.0615 166378.0944,-42965.1944 166384.126700001,-43034.049 166344.394200001,-43137.2149 166286.2739,-43162.2737 166271.064099999,-43194.882 166246.9946,-43227.1603 166216.565300001,-43227.2243 166216.4913,-43227.4843 166216.192299999,-43249.5191 166190.816099999,-43269.078 166162.8769,-43286.1469 166132.128,-43297.3162 166108.5288,-43306.0156 166083.999700001,-43313.455 166057.000700001,-43316.1448 166046.0012,-43276.7231 166039.6457,-43236.5844 166020.3791,-43208.9019 165985.6456,-43185.1899 165979.976199999)))","19","8105","1312","11","056","01","13121105601","007437",Porto,"200921","2011","13121105601",,"8",Subsecção,"8","0","0","0","0","8","0","4","4","0","0","0","8","0","0","0","0","7","1","0","0","0","0","8","0","0","0","0","417","417","417","0","0","308","308","48","308","308","308","308","7","66","161","74","4","72","183","99","17","230","45","312","0","201","95","136","56","285","25","2","194","71","46","22","56","93","672","301","371","699","312","387","20","32","31","51","44","38","382","344","183","9","11","16","32","28","14","168","154","76","11","21","15","19","16","24","214","190","107","2","26","17","20","32","1","65","35","48","74","144","14","323","9","20","289","149","291","1","34","254","156","210"
"MULTIPOLYGON (((-43208.9019 165985.6456,-43236.5844 166020.3791,-43276.7231 166039.6457,-43316.1448 166046.0012,-43319.6745 166031.5317,-43322.4642 166013.852399999,-43324.0139 165993.6633,-43324.0135 165941.8255,-43322.5105 165917.2084,-43322.4858 165917.2019,-43293.8797 165910.5704,-43283.1063 165908.072899999,-43275.3623 165906.2941,-43275.3573 165906.3149,-43253.9271 165996.394400001,-43242.0175 165993.854699999,-43208.9019 165985.6456)))","20","8106","1312","11","060","04","13121106004","007437",Porto,"200932","2011","13121106004",,"8",Subsecção,"3","0","0","0","0","3","0","3","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","49","49","49","0","0","44","44","4","44","44","44","44","0","2","18","24","0","4","17","22","4","39","2","44","0","24","15","25","8","40","4","0","34","8","6","1","8","18","117","49","68","117","51","66","2","2","6","7","5","14","62","48","38","1","2","1","2","2","5","29","24","16","1","0","5","5","3","9","33","24","22","0","2","3","5","4","0","15","8","10","11","29","0","54","1","3","43","29","58","0","4","39","28","30"
"MULTIPOLYGON (((-43356.6586 166322.861500001,-43398.3358 166329.377499999,-43412.9897 166273.536699999,-43468.2139 166028.9913,-43477.3252 165990.3948,-43485.8245 165954.453199999,-43485.8286 165954.435900001,-43458.3148 165948.1282,-43419.8454 165939.259400001,-43401.5813 165935.0778,-43401.5451 165935.069499999,-43367.1039 165927.357,-43367.0756 165927.3507,-43337.8459 165920.761600001,-43323.0558 165917.351600001,-43322.5105 165917.2084,-43324.0135 165941.8255,-43324.0139 165993.6633,-43322.4642 166013.852399999,-43319.6745 166031.5317,-43316.1448 166046.0012,-43313.455 166057.000700001,-43306.0156 166083.999700001,-43297.3162 166108.5288,-43286.1469 166132.128,-43269.078 166162.8769,-43249.5191 166190.816099999,-43227.4843 166216.192299999,-43227.2243 166216.4913,-43227.1603 166216.565300001,-43194.882 166246.9946,-43162.2737 166271.064099999,-43137.2149 166286.2739,-43174.6631 166271.253900001,-43204.4317 166257.044,-43212.4213 166254.823899999,-43223.5308 166256.593699999,-43237.8003 166263.713099999,-43257.2896 166284.581900001,-43262.8324 166289.594599999,-43283.6196 166301.931700001,-43301.3549 166311.449,-43302.9989 166311.801899999,-43307.3447 166311.331900001,-43356.6586 166322.861500001)))","21","8107","1312","11","057","02","13121105702","007437",Porto,"200923","2011","13121105702",,"8",Subsecção,"46","28","3","25","0","18","0","44","2","0","0","38","8","0","0","15","9","15","7","0","0","0","0","46","0","0","0","0","142","142","142","0","0","126","126","10","126","126","126","124","0","9","91","26","0","9","67","37","5","89","31","127","0","65","54","75","28","118","8","1","98","37","24","17","28","42","318","138","180","326","142","184","20","15","8","21","19","15","154","139","108","10","7","2","9","8","8","71","63","43","10","8","6","12","11","7","83","76","65","2","10","3","9","12","0","19","20","17","53","57","3","134","0","10","115","97","156","1","20","94","55","83"
"MULTIPOLYGON (((-42774.6272 164860.925,-42832.7711 164911.3769,-42864.6581 164945.7609,-42879.4666 164965.2148,-42894.2742 164984.6688,-42915.1276 165017.022,-42931.3801 165046.681500001,-42952.4987 165097.239,-42948.7312 165021.5658,-42950.5447 164868.3278,-42948.7312 164790.3487,-42939.141 164756.7828,-42937.638 164750.8791,-42931.5311 164733.517899999,-42919.8584 164710.6961,-42897.4351 164676.5879,-42874.9528 164654.360200001,-42849.8617 164631.7575,-42822.4087 164613.580800001,-42781.4173 164594.009199999,-42750.8596 164584.4551,-42723.2837 164578.8628,-42692.851 164575.602399999,-42656.5706 164575.311,-42643.0542 164575.654200001,-42617.5381 164581.199200001,-42621.7744 164604.6292,-42621.8132 164604.843599999,-42625.5345 164625.424900001,-42633.1153 164660.743899999,-42644.9959 164696.673599999,-42654.2264 164718.1129,-42677.9769 164761.302100001,-42699.4177 164789.0207,-42702.6174 164792.7008,-42720.0877 164812.92,-42721.6479 164814.139900001,-42723.7278 164816.3599,-42774.6272 164860.925)))","22","8108","1312","06","025","03","13120602503","007437",Porto,"200148","2011","13120602503",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-43001.9636 164897.9027,-42989.9687 164958.8353,-42983.6893 164986.760199999,-42983.1313 164989.8321,-42983.1314 164992.904,-42983.9684 164997.092800001,-42987.3183 165003.794399999,-42990.3892 165008.2622,-43006.5796 165021.387399999,-43013.2784 165027.251,-43029.1909 165046.5199,-43032.8197 165049.8707,-43041.1944 165054.0594,-43091.8581 165037.861300001,-43100.7906 165033.951300001,-43107.2103 165030.0414,-43117.5388 165022.7805,-43132.054 165009.6558,-43138.1947 165002.673,-43143.7774 164994.575300001,-43152.1519 164979.2158,-43154.5247 164974.19,-43160.3863 164954.6417,-43164.2919 164928.627800001,-43135.858 164921.3046,-43114.4438 164905.3716,-43109.5149 164892.722200001,-43060.8719 164882.159499999,-43057.3292 164889.9542,-43013.3291 164883.533399999,-43002.801 164887.7894,-43001.9636 164897.9027)))","23","8130","1312","06","026","02","13120602602","007437",Porto,"200155","2011","13120602602",,"8",Subsecção,"10","0","0","0","0","10","0","9","1","0","0","0","10","0","0","0","0","0","0","4","0","4","2","10","0","0","0","0","241","241","241","0","0","182","182","35","182","182","182","182","0","14","160","8","0","63","56","106","16","159","12","182","0","94","82","18","75","168","11","3","127","48","41","51","74","26","442","196","246","452","200","252","58","36","16","18","14","14","298","284","26","29","14","7","5","4","5","134","129","11","29","22","9","13","10","9","164","155","15","0","28","6","12","10","0","27","14","17","28","51","2","241","7","10","255","37","66","1","39","215","102","167"
"MULTIPOLYGON (((-45600.1731 164746.7059,-45612.6157 164758.959100001,-45625.5152 164771.054400001,-45643.1484 164756.602700001,-45648.2311 164752.006899999,-45655.1678 164745.7334,-45653.0911 164743.4647,-45638.4907 164726.5549,-45628.5964 164713.306500001,-45622.004 164722.1076,-45609.9656 164737.4811,-45603.65 164743.5429,-45600.1731 164746.7059)))","24","9503","1312","05","012","11","13120501211","007437",Porto,"199976","2011","13120501211",,"8",Subsecção,"9","8","8","0","0","1","0","8","1","0","4","5","0","0","0","8","0","0","0","0","0","0","1","2","7","0","0","0","13","13","13","0","0","6","6","5","6","6","6","6","0","0","4","2","0","0","0","1","0","3","2","6","0","4","1","4","1","5","1","0","4","0","2","0","1","1","13","6","7","15","7","8","0","0","2","1","1","1","8","7","4","0","0","1","0","0","0","3","3","3","0","0","1","1","1","1","5","4","1","0","1","0","1","1","0","1","4","2","3","3","0","2","0","1","4","6","8","0","0","4","4","2"
"MULTIPOLYGON (((-41678.0897 164733.1809,-41652.1412 164772.400699999,-41668.1715 164767.6536,-41707.6847 164758.634400001,-41711.6745 164757.723300001,-41758.3671 164725.7609,-41779.0179 164690.854,-41780.1708 164689.4901,-41784.3066 164684.5922,-41820.0488 164659.889699999,-41858.8832 164668.457699999,-41949.9896 164708.2796,-41953.7205 164709.580499999,-41974.6676 164716.8838,-41984.4182 164713.4198,-41992.9878 164713.696699999,-42022.3906 164725.1987,-42037.3858 164710.2311,-42030.7369 164685.008300001,-42031.9267 164672.753799999,-42034.0604 164650.7787,-42026.8205 164626.8048,-42023.1416 164625.8519,-42021.4237 164624.643,-42020.3487 164622.6291,-42010.2548 164590.809599999,-42003.1679 164568.0516,-42001.2349 164560.399,-42000.5909 164552.544299999,-42000.8048 164546.502599999,-42002.3077 164541.266799999,-42003.8106 164536.232,-42005.7435 164533.613,-42007.4804 164532.2401,-42009.7383 164530.893100001,-42013.6891 164529.584100001,-42020.5618 164528.175,-42029.5813 164523.9451,-42033.1761 164521.099099999,-42037.3119 164516.4933,-42040.5337 164511.055400001,-42042.7146 164506.7476,-42044.8994 164500.7008,-42047.8342 164493.736,-42050.5241 164487.760299999,-42002.1131 164480.4333,-41984.1677 164560.064300001,-41944.5503 164547.7554,-41899.8549 164518.4933,-41837.4714 164491.918400001,-41795.6418 164555.2544,-41775.938 164585.091499999,-41704.0532 164693.937100001,-41678.0897 164733.1809)))","25","9504","1312","07","011","04","13120701104","007437",Porto,"200255","2011","13120701104",,"8",Subsecção,"23","20","9","2","9","3","0","21","0","2","16","6","1","20","0","0","0","0","0","0","2","1","0","3","0","6","7","7","37","36","36","0","1","24","24","9","24","24","24","24","3","10","6","5","1","7","8","1","2","18","5","33","0","23","8","9","5","25","8","0","18","7","3","4","5","7","68","37","31","68","35","33","4","2","1","4","3","6","47","41","10","3","1","0","2","1","3","26","23","3","1","1","1","2","2","3","21","18","7","2","1","0","2","2","0","8","13","4","8","16","1","18","3","5","25","12","27","0","2","23","15","18"
"MULTIPOLYGON (((-45122.3099 164745.6645,-45123.0981 164775.1172,-45170.2589 164751.864499999,-45187.3109 164726.693299999,-45215.6445 164706.8958,-45229.3868 164697.6219,-45227.7858 164681.774700001,-45225.9085 164645.112400001,-45217.9014 164595.1917,-45218.1312 164569.7719,-45174.2701 164568.001599999,-45134.8036 164549.1741,-45132.0828 164558.2707,-45129.8712 164584.4396,-45145.2681 164647.307499999,-45154.7088 164670.125399999,-45129.8741 164690.390900001,-45122.9835 164699.3266,-45121.6226 164708.2622,-45124.5147 164733.792,-45122.3099 164745.6645)))","26","9505","1312","05","015","02","13120501502","007437",Porto,"199994","2011","13120501502",,"8",Subsecção,"47","44","0","0","44","3","0","47","0","0","44","2","1","0","18","27","1","0","1","0","0","0","0","1","0","46","0","0","68","68","68","0","0","58","58","8","58","58","58","57","8","19","25","6","1","20","14","4","1","22","31","58","0","41","15","34","6","54","3","1","35","10","7","1","6","15","106","42","64","121","46","75","1","5","2","7","7","7","59","52","47","1","3","0","2","2","2","24","22","16","0","2","2","5","5","5","35","30","31","3","5","1","1","4","0","7","26","12","22","21","2","19","2","3","38","46","70","0","2","36","16","32"
