WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat,sqm_price,number_of_ev_cars
"MULTIPOLYGON (((-8.60577918505282 41.1497703631886,-8.60630779808347 41.1483254845631,-8.60639508873833 41.148337180987,-8.60646364954466 41.1483583008393,-8.60669765045046 41.1484233446003,-8.60708632128114 41.1485472028663,-8.6063890529525 41.1499116010609,-8.60577918505282 41.1497703631886)))",839,167563,13121701602,13,1312,131217,131217016,16,2,1602,13121701602,1,11,11A,8,2,6,5,0,8,6,1,1,0,0,0,20,20,8,12,0,0,2,6,8,8,0,5,0,13,6,7,0,0,9,4,452.471808893327,10192.0152525915,-8.606404174622199,41.149103107083214,3712,0.0777686017872082
"MULTIPOLYGON (((-8.61480962111028 41.1496232946131,-8.6148654030865 41.1494133930547,-8.61494668477063 41.1491285081571,-8.61498223721051 41.1490010693206,-8.615142972216 41.1488918249583,-8.61560033289866 41.1485905395375,-8.61581805157661 41.1481826807647,-8.61593631375447 41.1481004183371,-8.61593996682828 41.1481128641592,-8.61623336828484 41.1487562533826,-8.6164350227035 41.1492820039503,-8.61654178296269 41.1494963044864,-8.61657401769995 41.1495537943882,-8.61525591253577 41.1498454991123,-8.6150188558347 41.1498948471994,-8.61477668258323 41.1499284441609,-8.61480962111028 41.1496232946131)))",843,167567,13121703514,13,1312,131217,131217035,35,14,3514,13121703514,1,11,11A,19,12,7,14,2,17,18,1,0,0,0,1,39,39,23,16,2,1,2,18,23,17,6,7,5,44,20,24,4,6,30,4,562.781939887093,16216.1080352098,-8.6156543757277,41.14918671063575,3712,0.23928800549910215
"MULTIPOLYGON (((-8.61409838024579 41.1496920128646,-8.61438187152115 41.1483435848855,-8.61448366135949 41.1478466870445,-8.61480684892821 41.1479438986611,-8.6149351703025 41.1479824922392,-8.61515819441119 41.1480230467481,-8.61509234143809 41.148220582627,-8.61498013600896 41.1485572352358,-8.61495484054706 41.148877838613,-8.61498223721051 41.1490010693206,-8.61494668477063 41.1491285081571,-8.6148654030865 41.1494133930547,-8.61480962111028 41.1496232946131,-8.61477668258323 41.1499284441609,-8.61477656833769 41.149928459946,-8.61405419722348 41.1499483650208,-8.61409838024579 41.1496920128646)))",844,167568,13121702711,13,1312,131217,131217027,27,11,2711,13121702711,1,11,11A,9,4,4,8,3,6,5,2,1,0,1,2,27,26,13,13,0,0,0,13,13,13,0,3,1,33,14,19,1,2,28,2,572.266281454503,12942.3052150336,-8.61459695072804,41.148950085250654,3712,0.19143040439928172
"MULTIPOLYGON (((-8.61296047392745 41.1498099974588,-8.61296112931528 41.1483733618413,-8.61299138936421 41.148302176074,-8.61302250441048 41.1482289967722,-8.61438187152115 41.1483435848855,-8.61409838024579 41.1496920128646,-8.61405419722348 41.1499483650208,-8.61402873675165 41.1499490665084,-8.61364731123569 41.1499506646202,-8.61298985670226 41.1499824084564,-8.61296047392745 41.1498099974588)))",845,167569,13121702712,13,1312,131217,131217027,27,12,2712,13121702712,1,11,11A,25,11,14,14,0,25,24,1,0,0,0,8,83,83,56,27,6,1,12,41,56,45,11,28,7,110,51,59,8,11,65,26,580.327940061597,19602.238256958,-8.613584486384944,41.14908415028232,3712,0.6101844140227105
"MULTIPOLYGON (((-8.6063890529525 41.1499116010609,-8.60708632128114 41.1485472028663,-8.60784260245173 41.1487678117802,-8.60717055610716 41.1500913929776,-8.6063890529525 41.1499116010609)))",847,167571,13121701603,13,1312,131217,131217016,16,3,1603,13121701603,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.517592088074,10912.150805953,-8.607119848562606,41.1493295524395,3712,0.0
"MULTIPOLYGON (((-8.61754931645096 41.149171501236,-8.61764170858265 41.1491488718775,-8.61769171991965 41.1491138182384,-8.61774610457178 41.1489713881141,-8.61796376704877 41.1484013336453,-8.6180098348133 41.1483239372557,-8.61803012643324 41.1482898459726,-8.6180810439742 41.1483318170387,-8.61816385158154 41.1483830957734,-8.618345797039 41.1484642187306,-8.61841189682372 41.1484852968104,-8.61863721337182 41.1485342810052,-8.61900198195085 41.148597729204,-8.61926911765415 41.1486154175918,-8.61929710211377 41.1486062140837,-8.61937972323742 41.1485790323476,-8.6196259003647 41.1482935992007,-8.61974486687547 41.1483407261383,-8.62006077590601 41.1484542606339,-8.62033756179569 41.1485413437621,-8.62066553552943 41.1486303075941,-8.62089010498456 41.1496272864128,-8.62086662843872 41.1496304373991,-8.62086404718876 41.1496307859923,-8.61776582408264 41.1500496733144,-8.61754931645096 41.149171501236)))",848,167572,13121703404,13,1312,131217,131217034,34,4,3404,13121703404,1,11,11A,60,31,28,52,25,35,14,35,6,2,3,13,246,245,151,94,35,54,61,83,152,119,33,69,26,289,141,148,16,26,183,64,843.480357633975,38619.6661345558,-8.619152786716022,41.14918825437691,3712,1.6331406375313722
"MULTIPOLYGON (((-8.61084715802945 41.1504855082735,-8.61084102087084 41.1503967633688,-8.61113387430663 41.1499995394938,-8.61127719249388 41.1497463544015,-8.61124773800664 41.1493788079912,-8.61213479480202 41.1487971102348,-8.61208955433674 41.150265575179,-8.61168459707909 41.1503595764116,-8.61085186741001 41.1505498761993,-8.61084715802945 41.1504855082735)))",851,167575,13121702714,13,1312,131217,131217027,27,14,2714,13121702714,1,11,11A,12,4,8,8,1,11,8,3,1,0,0,8,40,40,21,19,2,0,0,21,21,14,7,12,2,46,27,19,1,7,24,14,509.313663101062,11611.8912733101,-8.611625237911959,41.14978312160249,3712,0.2691990061864899
"MULTIPOLYGON (((-8.60990399333874 41.1507376580812,-8.60962359684869 41.1506628098701,-8.6094547620772 41.1502911500733,-8.60940816254585 41.150174678702,-8.6102259587532 41.1505819479578,-8.60998235262506 41.1508722396889,-8.60990399333874 41.1507376580812)))",863,167608,13121701703,13,1312,131217,131217017,17,3,1703,13121701703,1,11,11A,10,8,1,9,7,3,4,0,1,2,3,3,15,14,3,11,0,0,0,2,3,3,0,1,0,10,4,6,0,0,10,0,218.837170971002,2037.45177114669,-8.609813006927826,41.15053442860506,3712,0.05982200137477554
"MULTIPOLYGON (((-8.60345693525591 41.1500176027787,-8.60317333620207 41.1491893598119,-8.60408962036887 41.1493992707356,-8.60426354190837 41.1509353019252,-8.60372803441264 41.1509456444654,-8.60345693525591 41.1500176027787)))",867,167612,13121701606,13,1312,131217,131217016,16,6,1606,13121701606,1,11,11A,25,13,12,20,5,20,13,8,1,2,1,4,80,80,52,28,12,11,9,40,52,38,14,28,12,108,46,62,13,9,69,17,497.119982726751,10621.2158325524,-8.603798718337119,41.1500518189677,3712,0.5683090130603676
"MULTIPOLYGON (((-8.60426354190837 41.1509353019252,-8.60408962036887 41.1493992707356,-8.60537972006427 41.1496866574204,-8.60505684389861 41.1504045953342,-8.60502804774243 41.1504122949808,-8.60492751508709 41.1506219698908,-8.60480251004575 41.1509424318886,-8.60426354190837 41.1509353019252)))",868,167613,13121701607,13,1312,131217,131217016,16,7,1607,13121701607,1,11,11A,14,9,5,13,7,7,7,4,1,2,0,5,31,31,19,12,0,0,9,7,19,15,4,8,4,34,15,19,5,1,19,9,478.020056809456,12129.0766642138,-8.60463875021923,41.15013833357868,3712,0.17348380398684907
"MULTIPOLYGON (((-8.60480251004575 41.1509424318886,-8.60492751508709 41.1506219698908,-8.60502804774243 41.1504122949808,-8.60505684389861 41.1504045953342,-8.60549833783925 41.1505079556527,-8.60532389122171 41.1509580000775,-8.60480251004575 41.1509424318886)))",869,167614,13121701608,13,1312,131217,131217016,16,8,1608,13121701608,1,11,11A,11,5,6,8,3,8,7,3,1,0,0,3,24,24,9,15,0,0,0,8,9,7,2,3,1,17,10,7,1,3,7,6,199.119464259726,2426.90130423506,-8.605153433750216,41.15070206705979,3712,0.09571520219964086
"MULTIPOLYGON (((-8.61426075266918 41.150729538029,-8.61449789544583 41.1504084171532,-8.61476026074211 41.1500915015997,-8.61472768134367 41.1504164844047,-8.61467392006161 41.150923220422,-8.61426075266918 41.150729538029)))",870,167615,13121703301,13,1312,131217,131217033,33,1,3301,13121703301,1,11,11A,3,2,1,3,0,3,2,0,0,0,1,0,7,7,3,4,0,0,0,3,3,2,1,1,0,7,4,3,0,5,2,0,215.828504783938,1726.69134928817,-8.614563941249243,41.15057693476312,3712,0.04187540096234288
"MULTIPOLYGON (((-8.60532389122171 41.1509580000775,-8.60549833783925 41.1505079556527,-8.60577918505282 41.1497703631886,-8.6063890529525 41.1499116010609,-8.60717055610716 41.1500913929776,-8.60671094051319 41.1509275814677,-8.60668640006647 41.1509686242744,-8.60532389122171 41.1509580000775)))",872,167884,13121701101,13,1312,131217,131217011,11,1,1101,13121701101,1,11,11A,23,6,16,12,0,23,20,3,0,0,0,14,89,86,40,46,2,0,18,17,42,33,9,18,5,84,43,41,3,16,50,15,479.389759184571,13973.3057662861,-8.606213066092389,41.15043339112622,3712,0.48455821113568187
"MULTIPOLYGON (((-8.6021562403223 41.1496267992285,-8.60210588765219 41.1489902969001,-8.60210463606368 41.1489744732293,-8.60210197436797 41.1489428139269,-8.60317333620207 41.1491893598119,-8.60345693525591 41.1500176027787,-8.60372803441264 41.1509456444654,-8.60368919452463 41.1509463947279,-8.60367695546661 41.1509467490739,-8.60224115339032 41.1509883465464,-8.6021562403223 41.1496267992285)))",873,167885,13121701609,13,1312,131217,131217016,16,9,1609,13121701609,1,11,11A,32,16,14,27,5,27,16,13,1,2,0,10,104,102,70,32,16,14,18,49,70,55,15,31,13,146,73,73,16,4,86,40,646.962731043406,22442.4458897702,-8.602810794919039,41.15007439229289,3712,0.777686017872082
"MULTIPOLYGON (((-8.61524534491031 41.1511333626195,-8.61467392006161 41.150923220422,-8.61472768134367 41.1504164844047,-8.61476026074211 41.1500915015997,-8.61477668258323 41.1499284441609,-8.6150188558347 41.1498948471994,-8.61525591253577 41.1498454991123,-8.61657401769995 41.1495537943882,-8.61686838083741 41.1501747488289,-8.61687298874256 41.1501844847974,-8.61712251131566 41.1506888907508,-8.61629852778627 41.1507807070972,-8.61604966659092 41.1509992185216,-8.61579568702928 41.1512199830297,-8.61537453949099 41.1513498879886,-8.61524534491031 41.1511333626195)))",884,167896,13121703302,13,1312,131217,131217033,33,2,3302,13121703302,1,11,11A,25,12,13,16,4,21,16,3,4,2,0,2,93,93,55,38,8,17,21,31,55,51,4,25,5,91,37,54,4,5,53,29,653.967637480394,25467.2031572112,-8.615789754205583,41.15040806511173,3712,0.5204514119605471
"MULTIPOLYGON (((-8.60995292970478 41.1587134770879,-8.60996679710671 41.1574634058062,-8.60997075224811 41.15724177445,-8.61139951985183 41.15704765171,-8.61136688570704 41.1571791606326,-8.61069925886476 41.1588181418425,-8.60995292970478 41.1587134770879)))",904,168211,13121700405,13,1312,131217,131217004,4,5,405,13121700405,1,11,11A,63,44,19,58,44,19,23,36,1,0,3,45,156,156,103,53,10,3,31,67,103,76,27,52,20,203,94,109,20,17,130,36,554.328243962467,16453.5556416369,-8.610543694237037,41.15787543925431,3712,1.0947426251583923
"MULTIPOLYGON (((-8.62891431592359 41.1588983934653,-8.6288817662615 41.1588950758998,-8.62884921667723 41.1588917682296,-8.62871540077304 41.1588617140039,-8.62858148416303 41.1588149488989,-8.62844746168652 41.1587542552773,-8.62832118588064 41.1586796074827,-8.62820261374228 41.158585441942,-8.62811150772208 41.1584855845601,-8.62805533658452 41.1584004512696,-8.62804195968917 41.1583800607882,-8.62801409614532 41.1583314427072,-8.62797007969849 41.1582244036103,-8.62794175291735 41.1581159194296,-8.6279252009867 41.1580045942125,-8.6279283447041 41.1579001438404,-8.62794332460976 41.1578026110804,-8.62796454172563 41.1577171524578,-8.62657610634285 41.157490383602,-8.62488207341085 41.1572136818803,-8.62505060534845 41.1566258384423,-8.62536698605561 41.155629066279,-8.62538253662395 41.1555229691373,-8.62570812794003 41.1553840907418,-8.62603748203844 41.1552276476507,-8.62698059495797 41.1549897541967,-8.6269806238401 41.1549897927916,-8.62750190503374 41.1556876409681,-8.62750210349017 41.1556878913375,-8.62858995323894 41.157057352159,-8.62878855920284 41.1569786065027,-8.6289309118446 41.1569450352358,-8.62907843805021 41.1569336849478,-8.62925306348049 41.1569295995112,-8.62941052825833 41.1569400604324,-8.62945152420341 41.1569427840871,-8.62971266053459 41.1570353910707,-8.62990565391117 41.1571281968314,-8.63006130531073 41.1572305323965,-8.63014253319679 41.1573052754473,-8.63027409954135 41.1574829009089,-8.63031860145523 41.1576326266277,-8.6303279764423 41.1576841603328,-8.63035092554229 41.1578103201576,-8.63035934375544 41.1581195811678,-8.63023590580095 41.1582691106163,-8.63020154051619 41.1583327908594,-8.63016464513172 41.1583911793529,-8.63011532659938 41.1584531691486,-8.6300462236797 41.158532873878,-8.63000916810958 41.158570085701,-8.6299250425477 41.15863751111,-8.62985725483178 41.1586896405599,-8.62979491653227 41.1587234586551,-8.6297144673997 41.1587648554156,-8.62962791270657 41.158804118297,-8.62951544770192 41.1588434927791,-8.62939226268858 41.1588753586973,-8.62926443739047 41.1588985922003,-8.62916088447565 41.1589066027463,-8.6290176502632 41.1589072212991,-8.62891431592359 41.1588983934653)))",911,168218,13121700604,13,1312,131217,131217006,6,4,604,13121700604,1,11,11A,17,6,10,15,0,17,2,8,2,4,1,2,145,144,106,38,32,57,40,61,106,85,21,45,20,205,90,115,13,19,132,41,1445.63443652824,94076.3431714963,-8.627580722567636,41.157012595448094,3712,1.1485824263956903
"MULTIPOLYGON (((-8.60750272002063 41.1586549703743,-8.60810836061679 41.1574868105527,-8.60917652097444 41.1573470753832,-8.60876261024489 41.1582019453395,-8.60840894945442 41.1589962107792,-8.60750272002063 41.1586549703743)))",912,168219,13121703606,13,1312,131217,131217036,36,6,3606,13121703606,1,11,11A,55,33,22,52,25,30,37,15,1,1,1,11,202,202,139,63,17,17,34,98,139,117,22,65,24,257,114,143,27,17,159,54,509.480887702416,13484.6827799041,-8.608318612392555,41.15813185330923,3712,1.3759060316198373
"MULTIPOLYGON (((-8.61714718880521 41.1598778554677,-8.61713169166679 41.1596001123342,-8.61712642323726 41.1592490245533,-8.61708485647899 41.1590794295336,-8.61702470508378 41.1589388516302,-8.6172776396882 41.1590852078367,-8.61779925967448 41.159387008807,-8.61785887180667 41.1594542779103,-8.61792942835951 41.1595465771089,-8.61800472989214 41.1599186004696,-8.61714718880521 41.1598778554677)))",917,168245,13121704401,13,1312,131217,131217044,44,1,4401,13121704401,1,11,11A,21,19,2,21,11,10,6,9,0,3,3,8,34,34,24,10,2,13,13,11,24,11,13,21,10,66,30,36,7,9,39,11,322.053440222797,5122.99235819265,-8.61748856818401,41.15954567634242,3712,0.35294980811117566
"MULTIPOLYGON (((-8.61111394954048 41.1535767922817,-8.61005829379751 41.1535593190739,-8.6099996060307 41.1530188911765,-8.61002393025159 41.152221298237,-8.610074444964 41.1519859124404,-8.61008047951228 41.1519670962644,-8.61012300993556 41.151834614656,-8.61019640915459 41.1518717399833,-8.61199387986102 41.152996860669,-8.61197330587373 41.1534965121962,-8.61198414499182 41.153577770134,-8.61200080595774 41.153607107282,-8.61111394954048 41.1535767922817)))",921,169378,13121701708,13,1312,131217,131217017,17,8,1708,13121701708,1,11,11A,18,7,11,15,6,12,6,5,2,1,4,10,116,116,63,52,9,0,10,49,64,52,12,27,8,118,56,62,7,10,86,15,627.207777554318,21809.4620112291,-8.610848035557828,41.1529328392222,3712,0.6640242152600084
"MULTIPOLYGON (((-8.60476545558513 41.1534761013599,-8.60477792351605 41.1524619934097,-8.60499789248074 41.1518290272371,-8.60602770136523 41.1520974684162,-8.60531936002982 41.1533084220232,-8.60517216410113 41.1534821736679,-8.60476545558513 41.1534761013599)))",955,169372,13121701902,13,1312,131217,131217019,19,2,1902,13121701902,1,11,11A,11,3,7,5,2,9,2,9,0,0,0,10,94,94,65,29,17,6,11,50,65,53,12,26,7,115,45,70,11,7,72,25,480.85895968704,12106.7002402072,-8.605247037209953,41.15260870377578,3712,0.6221488142976656
"MULTIPOLYGON (((-8.60517216410113 41.1534821736679,-8.60531936002982 41.1533084220232,-8.60602770136523 41.1520974684162,-8.60684537958528 41.1522929696837,-8.60655549830638 41.1524017536391,-8.60630787598958 41.1525460817477,-8.60616049019546 41.152724310617,-8.60613243214886 41.1528477449777,-8.60615519120428 41.1530371949751,-8.60625777249741 41.1531978174335,-8.60640195793366 41.1533556575964,-8.60621741675514 41.15349777144,-8.60517216410113 41.1534821736679)))",956,169373,13121701903,13,1312,131217,131217019,19,3,1903,13121701903,1,11,11A,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,2,1,5,3,2,1,0,3,1,504.725685452331,9054.94053722474,-8.605950239794748,41.15288734943096,3712,0.023928800549910215
"MULTIPOLYGON (((-8.60728994121861 41.1535088353308,-8.60621741675514 41.15349777144,-8.60640195793366 41.1533556575964,-8.60625777249741 41.1531978174335,-8.60615519120428 41.1530371949751,-8.60613243214886 41.1528477449777,-8.60616049019546 41.152724310617,-8.60630787598958 41.1525460817477,-8.60655549830638 41.1524017536391,-8.60684537958528 41.1522929696837,-8.60733393731011 41.1524170005405,-8.60810172800701 41.1526084130671,-8.60808004032049 41.1526947516049,-8.6080156796666 41.1531566260787,-8.60794582723365 41.1535146435002,-8.60728994121861 41.1535088353308)))",958,169375,13121701904,13,1312,131217,131217019,19,4,1904,13121701904,1,11,11A,12,5,7,10,3,9,5,3,2,2,0,7,51,51,32,19,13,13,14,16,32,23,9,19,6,62,30,32,5,1,37,19,532.77480436343,17964.0105514334,-8.607111523568102,41.1529566252736,3712,0.34098540783622056
"MULTIPOLYGON (((-8.60991927346642 41.1535595362401,-8.60814529498925 41.153524604689,-8.60813672558389 41.1535240826592,-8.60794582723365 41.1535146435002,-8.6080156796666 41.1531566260787,-8.60808004032049 41.1526947516049,-8.60810172800701 41.1526084130671,-8.60824381396318 41.1518944111306,-8.60849098489244 41.1510895481528,-8.6085390316931 41.1511246721483,-8.60857214077886 41.1511401382406,-8.60861146688623 41.1511586950677,-8.60897257389209 41.1513162460127,-8.60916083563804 41.1513950162154,-8.60925597489333 41.1514305026486,-8.60931382601844 41.1514443003935,-8.60948038029919 41.1514616087331,-8.60954172054371 41.1515852936996,-8.60956668817649 41.151614822864,-8.60962069004854 41.1516660746857,-8.60972022767151 41.1517462293537,-8.61008047951228 41.1519670962644,-8.610074444964 41.1519859124404,-8.61002393025159 41.152221298237,-8.6099996060307 41.1530188911765,-8.61005829379751 41.1535593190739,-8.60991927346642 41.1535595362401)))",959,169376,13121701707,13,1312,131217,131217017,17,7,1707,13121701707,1,11,11A,30,14,16,27,6,24,8,7,1,5,9,16,76,76,45,31,4,6,9,30,45,39,6,22,6,82,38,44,5,5,50,22,799.280788176603,36765.0166929887,-8.609035433360798,41.15252269153632,3712,0.4606294105857716
"MULTIPOLYGON (((-8.62545518911799 41.1537380346274,-8.6260138692519 41.1540510397772,-8.62653343677042 41.1543533667069,-8.62647892445 41.1543844923226,-8.62613016054428 41.1545762717929,-8.62566993373932 41.1546707171568,-8.62545518911799 41.1537380346274)))",975,169400,13121700501,13,1312,131217,131217005,5,1,501,13121700501,1,11,11A,20,13,7,18,6,14,7,10,3,0,0,7,42,42,32,10,6,13,17,12,32,25,7,18,7,62,24,38,6,7,25,24,300.523396498415,4403.42334592401,-8.625902519504947,41.15427182206584,3712,0.33500320769874303
"MULTIPOLYGON (((-8.61314190126437 41.1537130733111,-8.61301750152551 41.1536730657737,-8.61200080595774 41.153607107282,-8.61198414499182 41.153577770134,-8.61197330587373 41.1534965121962,-8.61199387986102 41.152996860669,-8.61199516254266 41.1529657065774,-8.61208955433674 41.150265575179,-8.61261290945595 41.1501403892787,-8.61280939677621 41.1500990488866,-8.6129061778621 41.1500736118971,-8.61295462705314 41.1500357736712,-8.61298985670226 41.1499824084564,-8.61300597733846 41.1501360402788,-8.61300255222389 41.1501938418127,-8.61297108305043 41.1502512568315,-8.61306150661473 41.1502885606438,-8.61426075266918 41.150729538029,-8.6138226062553 41.1514763183991,-8.61383967110786 41.1516708231918,-8.61377274486885 41.1520546825845,-8.61355252448964 41.1528762274916,-8.6134484011929 41.1533232515161,-8.61339095653289 41.1536488507055,-8.61322827778838 41.1537550850964,-8.61314190126437 41.1537130733111)))",991,169809,13121700202,13,1312,131217,131217002,2,2,202,13121700202,1,11,11A,78,31,46,55,14,64,46,14,3,8,7,39,300,299,186,113,28,21,40,141,187,149,38,89,29,353,173,180,33,33,223,64,1065.92415692908,54423.7119826686,-8.612894865597902,41.15187188969973,3712,1.9143040439928172
"MULTIPOLYGON (((-8.60449811048179 41.1547615018678,-8.60366879406149 41.1546582991916,-8.60313726814535 41.1545985247708,-8.60304573546893 41.1545569352507,-8.60304553706191 41.1545568451162,-8.60304535419337 41.1545567621217,-8.60353407899623 41.1532683233864,-8.60354041966873 41.1532525560793,-8.60373749727573 41.152762440913,-8.60429404029724 41.1513663022081,-8.60430527103673 41.1513043080922,-8.60427610251187 41.1510415920132,-8.60426354190837 41.1509353019252,-8.60480251004575 41.1509424318886,-8.60532389122171 41.1509580000775,-8.60499789248074 41.1518290272371,-8.60477792351605 41.1524619934097,-8.60476545558513 41.1534761013599,-8.60469378158456 41.1548021164685,-8.60449811048179 41.1547615018678)))",1003,169823,13121701105,13,1312,131217,131217011,11,5,1105,13121701105,1,11,11A,52,21,29,37,12,40,33,17,2,0,0,35,193,191,115,76,23,11,39,66,117,83,34,66,26,256,113,143,22,27,155,52,1081.57281725435,40442.6548329962,-8.604244208211137,41.15304609477746,3712,1.3998348321697476
"MULTIPOLYGON (((-8.60764867935612 41.155122670313,-8.6076442408802 41.1550523673203,-8.60765551139688 41.1549304965245,-8.60775385373133 41.1541641208683,-8.60776045046571 41.1540054424018,-8.60794582723365 41.1535146435002,-8.60813672558389 41.1535240826592,-8.60814529498925 41.153524604689,-8.60991927346642 41.1535595362401,-8.60991060158351 41.1537762087533,-8.60989332010584 41.1539162925598,-8.6098647881098 41.1539655185897,-8.60982475323796 41.1540283257591,-8.60977368315437 41.1540941230025,-8.60970208785491 41.1541762661061,-8.60960380176033 41.1542970933194,-8.60952583094964 41.1543757518875,-8.60938311572289 41.1545336516842,-8.60928224695592 41.1547354897362,-8.60923209119873 41.1548994799007,-8.60923394762 41.1551555460511,-8.60764867935612 41.155122670313)))",1007,169832,13121700301,13,1312,131217,131217003,3,1,301,13121700301,1,11,11A,42,20,22,28,19,23,13,15,4,4,6,19,206,206,144,62,5,7,32,106,144,130,14,56,11,223,89,134,5,14,137,67,671.876339699029,27227.5325408559,-8.608673636624072,41.15429177516346,3712,1.3041196299701068
"MULTIPOLYGON (((-8.60967981836532 41.1551672024291,-8.60923394762 41.1551555460511,-8.60923209119873 41.1548994799007,-8.60928224695592 41.1547354897362,-8.60938311572289 41.1545336516842,-8.60952583094964 41.1543757518875,-8.60960380176033 41.1542970933194,-8.60970208785491 41.1541762661061,-8.60977368315437 41.1540941230025,-8.60982475323796 41.1540283257591,-8.6098647881098 41.1539655185897,-8.60989332010584 41.1539162925598,-8.60991060158351 41.1537762087533,-8.60991927346642 41.1535595362401,-8.61005829379751 41.1535593190739,-8.6100509187075 41.1541974538317,-8.61003209163637 41.155176076917,-8.60967981836532 41.1551672024291)))",1008,169833,13121700302,13,1312,131217,131217003,3,2,302,13121700302,1,11,11A,8,2,6,6,0,8,0,7,0,0,1,3,40,40,17,23,0,0,2,15,17,11,6,11,3,41,20,21,3,5,22,11,450.079564886766,7279.71519927278,-8.60972989094176,41.15460745232443,3712,0.22732360522414705
"MULTIPOLYGON (((-8.61003209163637 41.155176076917,-8.6100509187075 41.1541974538317,-8.61005829379751 41.1535593190739,-8.61111394954048 41.1535767922817,-8.61200080595774 41.153607107282,-8.61204123115843 41.1536782932981,-8.61200511655502 41.1550455551611,-8.61198331851465 41.1550943602181,-8.61193456150374 41.1552045933597,-8.61003209163637 41.155176076917)))",1010,169835,13121701709,13,1312,131217,131217017,17,9,1709,13121701709,1,11,11A,37,16,20,28,3,34,7,12,5,5,8,17,158,157,101,56,7,23,38,55,101,83,18,43,14,188,87,101,16,20,111,41,681.556831812335,29619.7934113027,-8.611030423384687,41.15438316916747,3712,1.0289384236461392
"MULTIPOLYGON (((-8.61889310646974 41.1551937631018,-8.61330362785834 41.1541626780312,-8.61329085877985 41.1538044445171,-8.61326360580864 41.1537722703172,-8.61322827778838 41.1537550850964,-8.61339095653289 41.1536488507055,-8.6134484011929 41.1533232515161,-8.61355252448964 41.1528762274916,-8.61575908465294 41.15268605876,-8.61687681254968 41.1525897137978,-8.61806057332229 41.1524876584902,-8.61825255043318 41.152927233174,-8.61829940933139 41.1530344793396,-8.6183408642459 41.1531294041824,-8.61898352116105 41.1550077724201,-8.61899277675657 41.1550253548894,-8.61908541161559 41.155229731094,-8.61889310646974 41.1551937631018)))",1012,169837,13121701301,13,1312,131217,131217013,13,1,1301,13121701301,1,11,11A,85,29,53,67,10,75,36,36,7,6,0,52,436,433,267,166,56,49,55,200,268,219,49,113,38,563,271,292,34,40,357,132,1349.57734708588,96014.3002302451,-8.616297574472567,41.153738821899374,3712,3.164583872725626
